number_of_bedroom,access_to_school,access_to_hospital,access_to_market,total_sqft,loc_lat,loc_long
4,1,0,1,166,10.7917144,106.7978593
4,1,0,1,186,10.7917144,106.7978593
4,1,0,1,276,10.8137881,106.6063325
4,1,1,1,169,10.801901,106.604118
5,1,0,1,150,10.7849601,106.6003993
3,1,0,1,156.9,10.7849601,106.6003993
4,1,0,1,212,10.8469185,106.6359936
4,1,0,1,328,10.8085353,106.6087182
4,1,1,1,207.7,10.8282636,106.6202489
4,1,1,1,216.1,10.7689538,106.6021101
4,1,0,1,217,10.7689538,106.6021101
6,1,0,1,271.8,10.8498707,106.6428655
4,1,0,1,146.4,10.7129189,106.6224876
4,1,0,1,157.4,10.7788298,106.6031606
9,1,1,1,304,10.7794421,106.6042533
4,1,0,1,264,10.8430374,106.6371653
4,1,0,1,181.7,10.8430374,106.6371653
5,0,0,0,207.4,10.8430374,106.6371653
5,1,0,1,140.6,10.8430374,106.6371653
4,1,0,1,180.2,10.8430374,106.6371653
5,1,0,1,268.3,10.8430374,106.6371653
4,1,0,1,163.3,10.8430374,106.6371653
4,1,1,1,194.6,10.7808168,106.6046901
5,1,0,1,185.4,10.8603511,106.6675572
4,1,0,1,174.6,10.8603511,106.6675572
4,1,0,1,184.1,10.8603511,106.6675572
4,1,0,1,209,10.8603511,106.6675572
4,1,0,1,174,10.8603511,106.6675572
5,1,0,1,244.6,10.8603511,106.6675572
4,1,1,1,177.7,10.7595344,106.6056798
4,1,1,1,222,10.7595344,106.6056798
5,1,1,1,237.7,10.7595344,106.6056798
5,1,1,1,254.3,10.7595344,106.6056798
4,1,1,1,186.4,10.7595344,106.6056798
5,1,1,1,279.8,10.7595344,106.6056798
4,1,0,1,191.3,10.7595344,106.6056798
5,0,0,0,237.6,10.7841173,106.6058628
4,1,0,1,197.2,10.8518876,106.7454564
6,1,0,1,197.2,10.8518876,106.7454564
4,1,0,1,197.2,10.8518876,106.7454564
4,1,1,1,148,10.7964025,106.6087734
4,1,0,1,181.7,10.7964025,106.6087734
5,1,0,1,224.9,10.8422661,106.7570208
5,1,1,1,357.1,10.8422661,106.7570208
4,1,1,1,228.4,10.7472091,106.6099689
4,1,1,1,208.2,10.7472091,106.6099689
4,1,0,1,200.6,10.7796687,106.6080859
4,0,0,0,170.3,10.8373485,106.6362851
6,1,0,1,239.8,10.8373485,106.6362851
5,1,0,0,245.4,10.8373485,106.6362851
4,1,0,1,224.8,10.8373485,106.6362851
5,1,0,1,277,10.8426119,106.6426925
7,1,0,1,254,10.7261887,106.6201799
4,1,0,1,275,10.7261887,106.6201799
4,1,1,1,223.6,10.7579031,106.6091837
6,1,0,1,190,10.7906873,106.7865545
4,1,0,1,36.6,10.7487536,106.611218
4,1,0,1,197.6,10.7487536,106.611218
5,1,0,1,183.9,10.7487536,106.611218
5,1,0,1,180.9,10.7487536,106.611218
5,1,0,1,180.9,10.7487536,106.611218
4,1,0,1,199.4,10.7487536,106.611218
3,1,1,1,316,10.7487536,106.611218
5,0,0,1,184.4,10.8549585,106.6655136
5,1,0,1,198,10.8600569,106.6869227
5,0,0,1,192.3,10.8601401,106.7089107
5,1,0,1,255.1,10.7840089,106.6103708
4,1,0,1,270,10.8157784,106.7743933
8,1,1,1,266.3,10.8157784,106.7743933
6,0,0,0,184.2,10.8376694,106.6406771
4,1,0,1,203.7,10.8376694,106.6406771
4,1,1,1,209.6,10.776182,106.6109757
6,1,0,1,221.6,10.776182,106.6109757
5,1,0,1,145.3,10.845985,106.6527855
4,1,0,1,148.4,10.8000185,106.6158852
5,1,0,1,236.1,10.6949611,106.7401168
5,1,0,1,231.4,10.6949611,106.7401168
5,1,1,1,236.1,10.6949611,106.7401168
4,0,0,0,230,10.8267929,106.6313551
4,0,0,0,182.4,10.8267929,106.6313551
4,1,0,1,211.8,10.8351122,106.6396031
6,1,0,1,176.6,10.8453959,106.653507
6,1,0,1,221.6,10.7453982,106.6165594
4,1,0,1,184.1,10.7694645,106.6127274
4,1,1,1,211,10.7694645,106.6127274
4,1,1,1,187.8,10.7694645,106.6127274
6,1,1,1,217,10.7694645,106.6127274
6,1,1,1,238.7,10.7694645,106.6127274
5,1,1,1,280,10.7694645,106.6127274
4,1,1,1,236.5,10.7694645,106.6127274
4,1,1,1,185.3,10.7654651,106.6131027
4,1,0,1,185.3,10.7654651,106.6131027
4,1,0,1,176.1,10.8464435,106.6578242
4,1,0,1,229.8,10.8128209,106.6240969
10,1,0,1,289.1,10.8128209,106.6240969
33,1,0,1,400,10.8128209,106.6240969
4,1,0,1,168,10.8303029,106.6375345
4,1,0,1,190.5,10.8303029,106.6375345
4,1,0,1,200,10.8303029,106.6375345
6,1,0,1,186.6,10.8303029,106.6375345
5,1,1,1,208.1,10.8303029,106.6375345
5,1,0,1,209.3,10.7469408,106.6173728
4,1,1,1,146.7,10.7757553,106.6140471
4,1,1,1,209,10.7757553,106.6140471
4,1,1,1,218.1,10.7757553,106.6140471
8,1,1,1,333.7,10.7757553,106.6140471
3,0,0,0,200,10.7436384,106.6189409
4,1,0,1,197.1,10.8462718,106.6603649
5,1,0,1,221.5,10.8434481,106.6571162
5,1,0,1,219.6,10.8434481,106.6571162
10,1,0,1,235,10.8425506,106.6556309
5,1,0,1,235,10.8019648,106.6214131
5,1,1,1,184.4,10.8019648,106.6214131
5,1,0,1,199.4,10.8247319,106.635006
4,1,0,1,214.4,10.8247319,106.635006
4,1,1,1,200.1,10.7575754,106.616998
4,1,0,1,167.6,10.7408563,106.6219872
5,1,0,1,252.4,10.7368266,106.6237944
3,0,0,0,197.2,10.8216276,106.6339246
6,1,0,1,228,10.8474826,106.6689658
7,1,1,1,262.6,10.7360277,106.62509
4,1,0,1,140.6,10.8415816,106.6571967
3,1,0,1,140.6,10.8415816,106.6571967
4,1,0,1,140.9,10.8231815,106.6357684
4,1,0,1,269.4,10.7615561,106.6177738
3,0,0,0,374.1,10.7615561,106.6177738
6,1,0,1,206.2,10.7333926,106.6266302
6,1,1,1,256,10.7367087,106.6252235
8,1,1,1,355.6,10.7367087,106.6252235
4,1,1,1,240.5,10.7338247,106.626772
4,1,0,1,272,10.8183476,106.6328307
5,1,0,1,168,10.8489663,106.7206215
4,1,0,1,166.4,10.8489663,106.7206215
4,1,1,1,175.6,10.8489663,106.7206215
4,1,0,1,159.4,10.8489663,106.7206215
4,0,0,0,178.6,10.8489663,106.7206215
4,1,0,1,163.1,10.7639014,106.6182036
7,1,0,1,349,10.734349,106.6269348
7,1,0,1,349,10.734349,106.6269348
6,1,0,1,333,10.734349,106.6269348
4,1,1,1,256,10.7423894,106.6236752
6,1,0,1,265.2,10.7532752,106.6206884
5,1,0,1,307.1,10.737073,106.6263651
4,0,0,0,137.8,10.8424098,106.6622345
5,1,1,1,229.2,10.7505202,106.621648
5,1,0,1,235.2,10.7505202,106.621648
4,1,0,1,239.8,10.798996,106.6238559
5,1,0,1,383,10.798996,106.6238559
5,1,0,1,185.2,10.7477559,106.6225813
5,1,0,1,280.8,10.741729,106.6248464
7,1,0,1,242,10.7884519,106.6210243
4,1,1,1,202.2,10.7520914,106.6216383
6,1,0,1,336,10.7457553,106.6237885
5,1,1,1,233.2,10.7508995,106.622218
4,1,0,1,261.6,10.8414896,106.6630445
9,0,0,0,244.4,10.7435074,106.6254591
5,1,0,1,293.8,10.7391281,106.6274962
4,1,0,1,190.5,10.7412169,106.6267357
5,1,1,1,178.8,10.8443745,106.6732968
5,1,0,1,210.7,10.8443745,106.6732968
5,1,0,0,193.5,10.8443745,106.6732968
4,1,0,1,193.6,10.7753677,106.6214793
4,0,0,1,189.4,10.7471643,106.6253266
5,1,1,1,211.7,10.7615882,106.6222404
4,1,0,1,212.7,10.7615882,106.6222404
4,1,1,1,189.5,10.7615882,106.6222404
4,0,1,1,214.8,10.8448906,106.6784157
6,1,1,1,177.6,10.7439468,106.6276611
4,1,0,1,171.2,10.8431762,106.67465
4,0,0,1,243.4,10.7425575,106.6286459
5,0,1,1,239.3,10.8448952,106.6828004
4,1,1,1,255.5,10.7812139,106.6241663
6,0,0,0,218.5,10.7392295,106.6311051
4,1,0,1,203.5,10.7790986,106.624253
6,1,0,1,269.2,10.7581054,106.6251065
4,1,0,1,123.1,10.7804199,106.6245475
4,1,0,1,256.2,10.7804199,106.6245475
4,0,0,0,218.6,10.789428,106.6264746
5,1,0,0,220.4,10.8371172,106.6645993
4,1,1,1,215,10.7520885,106.6274177
4,1,0,0,207.4,10.7646841,106.6252157
4,1,0,1,75,10.7543259,106.6269935
4,1,0,1,162.9,10.8362242,106.6647039
4,1,0,1,181.4,10.7844544,106.6266979
5,1,0,1,243.1,10.7844544,106.6266979
6,1,0,1,273.6,10.7828379,106.6265686
10,1,1,1,273.6,10.7086888,106.7342406
6,1,0,1,246.2,10.7086888,106.7342406
3,1,0,1,191.5,10.7657803,106.6269967
6,1,1,0,260,10.7451644,106.6323299
3,1,0,1,142.8,10.755047,106.6294483
3,0,0,0,185.6,10.755047,106.6294483
4,0,0,0,195.9,10.7503126,106.6307561
6,0,0,0,176,10.7740616,106.6277285
6,1,0,1,199.6,10.7740616,106.6277285
3,1,0,1,175.3,10.7740616,106.6277285
6,1,1,1,200.8,10.7448065,106.6331969
5,1,1,1,271.8,10.761182,106.6288274
6,1,0,1,267.4,10.7915154,106.6324275
4,1,0,0,197.8,10.7265524,106.6460808
6,1,0,1,190.7,10.7924527,106.6335176
5,1,1,1,174.6,10.8314037,106.6685344
12,1,1,1,205.5,10.8314037,106.6685344
3,1,1,1,241.4,10.8314037,106.6685344
21,1,1,1,538.6,10.8047422,106.6403065
6,0,0,0,52.6,10.835689,106.6812423
6,0,0,0,92.8,10.835689,106.6812423
4,0,1,0,153.6,10.7578668,106.6354362
3,0,0,0,218.9,10.8348805,106.6873587
5,1,0,1,218.9,10.8348805,106.6873587
3,1,0,1,135.2,10.8012812,106.6419371
4,0,0,0,121.6,10.8012812,106.6419371
4,1,0,1,187.2,10.8012812,106.6419371
6,0,0,0,240,10.8350921,106.7031966
4,0,0,0,241.6,10.749055,106.6389559
5,1,0,1,264,10.8300283,106.7220192
5,1,0,1,293.7,10.8300283,106.7220192
4,1,0,1,197.6,10.8300283,106.7220192
5,1,0,1,233.7,10.7748167,106.6357158
4,0,0,0,193,10.7956035,106.6408274
4,0,0,0,279.5,10.7798471,106.6380791
4,1,0,1,198.7,10.8308859,106.6874859
5,1,0,1,270,10.7926149,106.6419251
4,1,0,1,239.5,10.8283857,106.6801584
5,1,1,1,203.2,10.7284842,106.7390051
4,1,1,1,251.9,10.7284842,106.7390051
8,1,1,1,244,10.7284842,106.7390051
5,1,1,1,269,10.8019463,106.6479668
7,1,1,1,472.2,10.8019463,106.6479668
3,1,0,1,252.4,10.7525594,106.6428624
6,1,0,1,289.9,10.8292448,106.6919353
4,1,0,1,220.4,10.8292448,106.6919353
3,1,0,1,260,10.7929413,106.6444288
5,1,0,1,179.2,10.8260016,106.6798526
6,1,0,1,144,10.7362252,106.6529973
5,0,0,0,112.4,10.787178,106.6433031
4,1,1,1,129.9,10.7589748,106.6431536
5,1,1,1,158.2,10.7669616,106.6420086
4,0,0,0,323.3,10.7237236,106.7283646
6,0,0,0,164.1,10.7501032,106.6464478
8,0,0,0,599,10.7501032,106.6464478
3,1,1,1,135.3,10.7251178,106.7282506
4,1,1,1,199.9,10.7251178,106.7282506
4,1,1,1,225,10.7251178,106.7282506
8,1,1,1,200.7,10.7251178,106.7282506
5,1,1,1,245,10.7251178,106.7282506
5,1,0,1,186,10.7652845,106.6464
5,0,0,0,158.4,10.8226675,106.6932056
5,0,0,0,225.8,10.7914612,106.745545
4,1,0,1,166.8,10.7745444,106.6479139
3,1,0,1,172.1,10.7747437,106.6481026
6,0,0,0,263.4,10.7747437,106.6481026
4,1,0,1,214.5,10.7751759,106.6483593
5,1,0,1,271.2,10.7751759,106.6483593
4,0,0,0,150.7,10.8009799,106.6578764
6,0,0,0,219.7,10.7691636,106.6484602
15,1,0,1,354.8,10.7997516,106.7383524
6,0,0,0,255.8,10.7959304,106.6569356
4,1,0,1,152.6,10.7647079,106.6509031
23,0,0,0,372.5,10.7647079,106.6509031
4,1,0,1,124,10.8188172,106.7045884
4,1,0,1,163.1,10.7949334,106.6573514
6,1,0,1,319,10.8185181,106.6988774
5,0,0,1,235.5,10.8185095,106.6989478
5,1,0,1,163.4,10.7568812,106.6537092
4,1,0,1,212.6,10.7261719,106.7100647
9,1,1,1,288,10.7925672,106.6570778
6,0,1,1,250.1,10.8065631,106.6683359
5,1,0,1,225.9,10.8133969,106.6829727
8,0,0,0,285.7,10.7657047,106.6545171
5,1,0,1,254,10.7770579,106.6545553
5,0,0,0,254,10.7770579,106.6545553
3,1,0,1,300,10.7990174,106.6638649
8,1,1,1,226.4,10.7990174,106.6638649
3,1,0,1,185.1,10.7436385,106.7325694
8,1,0,1,42,10.794853,106.6615202
9,0,0,0,239.4,10.794853,106.6615202
6,0,0,1,272.8,10.7589972,106.6570789
4,0,0,0,266.4,10.8126728,106.7096212
4,1,0,1,120,10.7902705,106.6614385
5,1,1,1,258,10.7902705,106.6614385
8,0,0,0,260.9,10.7549073,106.6603585
4,0,0,1,156.6,10.8123441,106.6930962
10,0,0,1,460,10.8123441,106.6930962
3,0,0,0,233.5,10.782727,106.6587985
4,0,0,0,157.5,10.8108065,106.6868872
6,1,0,1,248.6,10.8112718,106.7066404
11,0,0,0,173,10.7503441,106.7326125
10,0,0,0,556.7,10.8058889,106.6784338
3,0,0,0,51.3,10.8094044,106.6892825
6,0,0,0,192,10.8058384,106.6800235
3,0,0,0,168.4,10.8049376,106.7182472
17,1,0,1,260.8,10.8049376,106.7182472
6,0,0,0,257.6,10.8049376,106.7182472
5,1,0,1,185.4,10.7849226,106.6621069
3,0,0,0,102,10.74140345,106.7228795
3,0,0,0,22,10.805877,106.6815741
4,0,0,0,216,10.7784102,106.6613981
5,1,1,1,313.8,10.8057383,106.6841756
6,0,0,1,191.8,10.8067604,106.6877205
4,1,1,1,177.2,10.7437828,106.6744787
4,1,0,1,320,10.7437828,106.6744787
7,1,0,1,216.4,10.8073614,106.6922178
4,0,0,0,144,10.8025582,106.68183
5,1,0,1,216.5,10.8025582,106.68183
5,0,1,1,267.7,10.8025582,106.68183
8,0,0,0,556.4,10.8026707,106.6821253
5,0,0,1,246.2,10.8044597,106.7094595
6,0,0,1,197.7,10.8057596,106.7036345
4,0,0,1,179.5,10.8057596,106.7036345
5,1,1,1,286.8,10.7415729,106.715829
3,0,1,1,205.4,10.8038885,106.6869496
17,0,0,0,308.4,10.7780926,106.6658339
4,1,0,1,183.6,10.7918939,106.6722005
4,1,0,1,231,10.7400894,106.7068331
4,1,0,1,190.6,10.7434855,106.7137965
4,0,0,0,224,10.767804,106.6671227
2,1,1,1,73.8,10.7451485,106.7158766
6,1,0,1,300,10.7478734,106.7181619
4,0,0,0,251.5,10.7932746,106.6779176
5,0,0,1,111.4,10.7893937,106.6750618
6,1,0,1,226.2,10.7893937,106.6750618
4,0,0,0,243,10.7893937,106.6750618
6,0,0,0,127.1,10.7985705,106.6875652
4,0,0,0,61.7,10.7642951,106.6702276
6,0,0,0,193.5,10.7929503,106.6800195
6,0,1,1,204.1,10.7971081,106.686921
3,0,0,0,157.2,10.7638123,106.6716214
15,1,1,1,244.6,10.7974502,106.689122
3,0,0,0,99.3,10.7552957,106.6765197
4,1,0,1,142,10.7984613,106.6962504
4,1,1,1,161,10.7895656,106.6786342
5,1,0,1,241,10.7958398,106.6944164
10,0,0,0,205.4,10.7739309,106.6776993
4,1,1,1,256,10.7701933,106.6790566
3,1,0,1,134,10.7578459,106.6865294
5,1,0,1,222,10.7884755,106.698318
6,1,1,1,251.5,10.7884755,106.698318
5,1,0,1,178.3,10.7561255,106.7041746
5,1,0,1,139.2,10.7564622,106.7018937
4,0,0,0,98,10.7778272,106.6849154
7,0,0,0,251,10.7711818,106.6855283
9,1,0,1,208.6,10.7654424,106.7012686
6,1,0,1,126,10.774773,106.699613
5,1,0,1,189.5,10.8019648,106.6214131
4,1,0,1,168.7,10.7615561,106.6177738
3,1,1,1,135.9,10.8165032,106.6777987
4,1,1,1,170.9,10.7796687,106.6080859
5,1,0,1,194.7,10.7756868,106.6390763
4,1,0,1,296.1,10.8703992,106.6465767
5,1,1,1,163.4,10.7611474,106.6079607
3,1,0,1,180.3,10.8457875,106.667346
3,1,0,1,161.8,10.8008264,106.6277018
4,1,0,0,184.1,10.8362242,106.6647039
6,1,0,1,160.1,10.7844544,106.6266979
3,1,0,1,336.5,10.787593,106.7650907
12,0,0,0,344,10.7729399,106.6611959
5,0,0,0,157,10.7895656,106.6786342
6,1,0,1,120,10.759876,106.7129242
4,1,0,1,266.2,10.849895,106.6168641
4,1,0,1,187.9,10.8385063,106.6779522
3,0,0,0,50,10.7677409,106.6721763
3,0,0,0,50,10.7677409,106.6721763
5,1,0,1,213.1,10.7884755,106.698318
9,1,0,1,574.4,10.8630869,106.7756773
4,1,0,1,342.2,10.8703446,106.6532683
6,1,0,1,217.2,10.7234153,106.6157615
4,1,0,0,200.8,10.8373485,106.6362851
5,1,1,1,172.9,10.7439505,106.6164211
4,1,0,1,247,10.7812877,106.6248029
7,1,0,1,265.2,10.7457233,106.6338556
4,1,0,1,222,10.7747772,106.6327852
5,0,0,1,215,10.7705179,106.6447294
5,1,0,1,183.8,10.7652845,106.6464
5,1,1,1,257.4,10.7624359,106.6487057
4,0,0,0,195.8,10.7686813,106.6481404
4,0,0,0,227.9,10.806668,106.6749304
4,1,0,1,151.8,10.8435958,106.6493725
6,1,0,1,300,10.8256126,106.7664573
4,1,0,1,211,10.7788311,106.6411344
5,1,0,1,415.8,10.7923726,106.6086181
7,1,1,1,247.7,10.7237236,106.7283646
4,1,0,1,171.6,10.8675888,106.5901034
4,1,0,1,93.2,10.7168899,106.6306292
9,1,0,1,260.8,10.7802119,106.6357701
5,1,0,1,309.9,10.8373485,106.6362851
3,0,0,0,129.2,10.7654651,106.6131027
6,1,0,1,224,10.842117,106.6598368
6,1,0,1,275.7,10.7384299,106.6289085
4,1,0,1,163.9,10.8385273,106.6742527
4,1,1,1,189.7,10.7638941,106.6317066
3,1,0,1,70.5,10.787178,106.6433031
4,1,0,1,230.3,10.787979,106.6463149
5,0,0,0,140.8,10.7705179,106.6447294
5,0,1,1,231.6,10.8236122,106.6860263
5,0,0,0,136.4,10.7745444,106.6479139
4,1,1,1,205.3,10.7745444,106.6479139
4,1,0,1,174.1,10.787698,106.6607894
5,0,1,1,107.7,10.7998363,106.6714487
7,1,1,1,236.7,10.7849226,106.6621069
9,1,0,1,230.9,10.7871829,106.6641052
5,0,0,0,138.9,10.78125455,106.6652255
4,0,1,1,219.6,10.7988373,106.6826542
2,1,1,1,46.3,10.7985705,106.6875652
4,0,0,0,165.7,10.7779746,106.6813139
4,0,0,0,196.2,10.7883712,106.6955625
3,0,0,0,134.5,10.7701119,106.6820703
5,1,1,1,199.4,10.768408,106.6840355
5,0,0,1,74.7,10.737073,106.6263651
4,0,0,0,160,10.8351122,106.6396031
4,0,0,0,482.5,10.7784102,106.6613981
3,0,0,0,83.2,10.7677409,106.6721763
5,1,0,1,229.5,10.8493756,106.6648591
6,1,0,1,286.3,10.7330671,106.6374811
7,0,0,0,153.8,10.7559832,106.6407033
4,1,1,1,188.4,10.782727,106.6587985
4,0,0,0,169.4,10.7607223,106.6596551
6,1,0,1,239.1,10.8305097,106.611896
5,1,0,1,188.9,10.8303029,106.6375345
4,1,1,1,174.1,10.7918334,106.5936864
4,1,0,1,147.6,10.7872011,106.6013057
6,0,0,0,245.5,10.7784102,106.6613981
5,1,0,1,169.8,10.8107809,106.6004102
6,1,0,1,190,10.7920647,106.6033547
4,1,0,1,148.1,10.8473418,106.6416019
5,0,0,0,296.7,10.8117972,106.6214832
4,1,0,1,153.6,10.8351122,106.6396031
6,1,0,1,159.7,10.8434481,106.6571162
6,1,0,1,164,10.7416129,106.6387368
5,0,0,0,177.1,10.7854672,106.645595
5,1,1,1,189.6,10.8204635,106.6770303
6,1,0,1,251.8,10.7751759,106.6483593
4,0,0,0,179.4,10.7902705,106.6614385
4,0,0,0,218.5,10.7954609,106.6782368
6,1,1,1,142.3,10.7518495,106.7210763
3,1,1,1,114.1,10.7893937,106.6750618
6,0,0,0,182.8,10.7939156,106.682204
4,0,0,0,350,10.7697702,106.6710433
4,0,0,0,216.7,10.7742545,106.6860921
5,1,1,1,152.5,10.6949611,106.7401168
4,1,0,1,131.4,10.7654424,106.7012686
4,1,0,1,155.5,10.8282302,106.6854825
6,1,0,1,153,10.8292448,106.6919353
5,0,0,0,117,10.8160766,106.693555
7,1,0,1,181.4,10.7579431,106.6997472
5,1,1,1,217.9,10.7564887,106.6363871
5,0,0,0,88.9,10.7693016,106.6755728
3,1,1,1,113.9,10.7751759,106.6483593
2,0,0,0,230,10.8094044,106.6892825
5,0,0,0,231.1,10.8057596,106.7036345
3,0,0,0,117.6,10.801496,106.6849909
5,0,0,0,206.1,10.7893937,106.6750618
3,1,1,1,364.1,10.7932029,106.6902032
3,1,1,1,152.2,10.7693455,106.6782709
5,1,0,1,198.3,10.733069,106.6465589
4,1,1,1,240,10.7954609,106.6782368
6,1,0,1,233,10.7453745,106.6822786
14,1,0,1,194.6,10.749055,106.6389559
5,1,1,1,154.4,10.7595344,106.6056798
4,1,0,1,140.6,10.7459467,106.6592473
5,0,0,0,418.2,10.7719416,106.6697907
8,1,0,1,218,10.86065,106.7557976
5,1,0,1,201,10.8493756,106.6648591
9,0,0,1,122,10.8073614,106.6922178
4,1,1,1,268.9,10.7693016,106.6755728
3,1,1,1,131.1,10.7732105,106.6819136
3,1,0,1,116,10.8019648,106.6214131
5,1,0,1,150.1,10.837144,106.6691114
4,1,1,1,168.2,10.7540747,106.6483504
3,0,0,0,98.2,10.7654125,106.6463596
4,0,0,0,153.8,10.7654125,106.6463596
5,1,0,1,163.7,10.7902705,106.6614385
3,0,0,0,116.6,10.805877,106.6815741
5,1,1,1,158.9,10.8052539,106.6819825
6,0,1,1,104.1,10.8014629,106.6774579
5,0,0,0,157.8,10.8025582,106.68183
4,0,0,0,130,10.8026707,106.6821253
7,0,0,0,124.8,10.8026707,106.6821253
3,0,0,0,138,10.7976093,106.6754549
3,0,0,0,245.6,10.7867852,106.6736726
8,0,0,0,170,10.7609504,106.6738471
4,1,0,1,124.3,10.7464918,106.6899604
2,1,1,1,181.8,10.7728665,106.6943
4,1,0,1,210.2,10.8790268,106.6376653
10,1,0,1,232.9,10.8398744,106.7948065
3,0,0,0,29.4,10.7483784,106.6757928
3,1,1,1,176.6,10.7501653,106.669629
8,1,0,1,324.9,10.832407,106.6732812
4,1,0,1,136.4,10.8314037,106.6685344
5,1,0,1,151.4,10.8406893,106.6421082
5,0,0,0,152.8,10.805877,106.6815741
5,0,1,1,231.2,10.7939156,106.682204
6,0,0,1,178.7,10.7895656,106.6786342
3,1,0,1,94.5,10.8191249,106.6898744
4,1,0,1,145.2,10.7330671,106.6374811
4,1,0,1,173.2,10.7983534,106.6140997
4,0,0,1,77.5,10.737073,106.6263651
5,0,0,1,195.7,10.8448952,106.6828004
5,0,0,1,237.1,10.8350921,106.7031966
4,1,0,1,199.4,10.8035296,106.6458405
5,1,1,1,141.1,10.7629011,106.6421524
8,1,0,1,368,10.7883388,106.6466519
5,1,0,1,141.1,10.7631092,106.6447728
5,0,0,0,141.1,10.7631092,106.6447728
6,0,0,0,191.8,10.7745444,106.6479139
3,1,0,1,49,10.7751005,106.6481991
6,1,1,1,155.9,10.8165032,106.6777987
5,0,0,0,237.5,10.7558286,106.6546592
5,0,1,1,165.2,10.7502824,106.6598439
5,0,0,0,126.7,10.7417804,106.670969
5,0,0,0,105.4,10.7614694,106.666734
3,0,0,0,20,10.7790976,106.6740219
5,0,0,0,95.7,10.7652731,106.6769625
3,0,0,1,74.5,10.7910353,106.7090919
3,0,0,0,295,10.7884755,106.698318
2,1,0,1,65.3,10.7587531,106.6924052
6,0,0,0,105.1,10.794853,106.6615202
5,0,0,1,226.4,10.8078219,106.7034522
2,0,0,0,57.3,10.7679526,106.6695817
7,1,0,1,234.9,10.7464123,106.6860655
3,1,0,1,90,10.8274054,106.7814694
8,1,0,1,241.1,10.7757553,106.6140471
3,0,0,1,92,10.8012428,106.7109826
5,0,0,0,213,10.7719416,106.6697907
3,0,0,1,123.5,10.7983497,106.6979736
4,1,0,1,124.4,10.7752404,106.6476646
4,1,1,1,115.3,10.8068583,106.6758848
4,0,0,0,135.1,10.8220042,106.6305757
3,0,0,0,177,10.8005102,106.6462677
3,1,1,1,26,10.7660646,106.6444382
5,1,0,1,140.8,10.7614431,106.6523834
6,0,0,0,216.9,10.7990174,106.6638649
3,1,0,1,136.8,10.8422661,106.7570208
3,1,1,1,43.7,10.7854672,106.645595
2,0,0,0,82.2,10.7677409,106.6721763
6,1,0,1,266,10.7654424,106.7012686
5,1,1,1,218.9,10.8390218,106.6754637
5,1,0,1,167.2,10.7437828,106.6744787
9,1,1,1,227.5,10.8073614,106.6922178
6,1,0,1,119.8,10.7453745,106.6822786
4,0,0,0,177.2,10.7437828,106.6744787
4,0,0,0,177.2,10.7437828,106.6744787
6,0,0,0,227.3,10.8381472,106.6755943
14,1,1,0,280,10.8012812,106.6419371
8,0,0,0,175.4,10.7676866,106.6802936
4,1,0,1,115.6,10.7696993,106.6817918
4,1,0,1,134.7,10.8790268,106.6376653
3,1,0,1,39.7,10.867832,106.624835
4,1,0,1,178.5,10.8430374,106.6371653
2,1,1,1,75.6,10.7466006,106.6191425
5,1,1,1,119,10.7539615,106.6209779
5,1,1,1,196.5,10.8012812,106.6419371
4,0,0,0,137.2,10.7560832,106.6389035
6,1,0,1,169.9,10.7284842,106.7390051
5,1,0,1,117.3,10.8019463,106.6479668
2,1,1,1,57.2,10.7539583,106.6445479
4,1,1,1,140.1,10.7583745,106.6525029
4,0,0,0,192,10.7949334,106.6573514
15,0,0,0,219.7,10.7692528,106.6518268
4,0,0,1,164.2,10.8160766,106.693555
4,0,0,0,152.5,10.7736176,106.6614007
4,0,0,0,269.6,10.7736176,106.6614007
3,1,0,1,103,10.8070099,106.698952
2,1,0,1,74.2,10.8015277,106.6894466
6,1,0,1,38.2,10.7453745,106.6822786
7,0,0,0,349.4,10.7482852,106.6837385
4,0,0,0,145.1,10.7790976,106.6740219
6,0,0,0,172.7,10.7641625,106.6757687
4,0,0,0,141,10.7693016,106.6755728
3,0,0,0,135.2,10.7650025,106.6780753
3,1,0,1,96.3,10.7569597,106.7042782
4,1,1,1,70.7,10.7620099,106.6933648
7,1,0,1,113.4,10.7657376,106.6907525
4,1,0,1,120,10.7698062,106.696162
2,1,0,1,123,10.7579935,106.7018608
5,1,0,0,238.8,10.7867637,106.6234372
4,0,0,0,139.8,10.7578668,106.6354362
7,1,1,1,171.8,10.7524529,106.6606828
3,0,0,0,35.2,10.805877,106.6815741
7,0,0,0,164.9,10.7954868,106.6716112
5,1,0,1,162.5,10.7918939,106.6722005
5,1,0,1,324,10.733069,106.6465589
4,1,0,1,272.4,10.8070099,106.698952
7,0,0,0,116.6,10.7677409,106.6721763
4,0,0,0,112,10.7926617,106.6877684
5,1,0,0,67.3,10.7482852,106.6837385
7,1,1,1,160.5,10.7834318,106.6711445
4,0,0,0,49,10.8292714,106.6415899
6,1,1,1,235.3,10.7867637,106.6234372
3,1,0,0,97.1,10.7352735,106.6374295
4,1,0,1,207.7,10.7924527,106.6335176
2,1,0,1,73.3,10.8012812,106.6419371
4,1,1,1,53,10.7612531,106.6463032
4,0,0,0,137.7,10.7580481,106.6490855
7,1,0,1,154,10.7580449,106.6495201
6,0,0,0,146.4,10.7613252,106.6540064
6,0,0,1,105.8,10.7918939,106.6722005
