number_of_bedroom,access_to_school,access_to_hospital,access_to_market,total_sqft,loc_lat,loc_long
2,1,1,1,46.4,10.749055,106.6389559
1,1,0,1,46.4,10.749055,106.6389559
1,1,0,1,121.2,10.7802119,106.6357701
2,1,0,1,108.8,10.8300283,106.7220192
3,1,0,1,80,10.7380015,106.6450659
1,1,0,1,13.8,10.7927102,106.6392635
3,1,0,1,80.6,10.74129,106.6472584
2,1,0,1,73.2,10.7445579,106.6484995
2,1,0,1,72,10.7587438,106.6438937
2,1,0,1,119.4,10.796826,106.649493
2,1,1,1,63.5,10.7854672,106.645595
2,1,0,1,84.6,10.7883388,106.6466519
2,0,1,1,45,10.8212075,106.6767595
1,1,1,1,106,10.8204635,106.6770303
2,1,0,1,124,10.7612531,106.6463032
3,0,0,0,84,10.7587001,106.6470677
2,1,0,1,79.4,10.7386505,106.6592047
1,0,0,0,53,10.7745444,106.6479139
2,1,0,1,91.2,10.7927877,106.6535333
2,0,0,0,69.3,10.7543367,106.6518727
2,0,1,1,31.8,10.8165032,106.6777987
2,0,0,0,69.5,10.8191249,106.6898744
2,1,1,1,83.4,10.7917146,106.6555464
2,0,0,0,83.4,10.7917146,106.6555464
2,1,0,1,35.7,10.7369009,106.6663639
2,1,1,1,113.9,10.7498,106.7340175
1,0,0,1,36.4,10.7456525,106.6658913
1,1,0,1,111.2,10.7429059,106.6696337
2,0,0,0,70.2,10.7503441,106.7326125
2,1,0,1,39.8,10.7503441,106.7326125
2,0,1,1,143.9,10.7998363,106.6714487
2,1,1,1,39,10.794846,106.6671096
2,0,0,0,81.6,10.7985035,106.6707041
2,0,1,1,85,10.805877,106.6815741
2,0,0,0,67.5,10.7614672,106.6622882
3,0,0,0,86.4,10.8057383,106.6841756
2,0,0,0,108.9,10.8026707,106.6821253
3,0,0,1,157.8,10.8057596,106.7036345
2,0,0,0,94.7,10.7866342,106.6687009
1,0,1,1,27.4,10.8020661,106.687199
2,0,0,0,59.2,10.8012428,106.7109826
2,0,1,1,75.7,10.7988373,106.6826542
5,1,0,1,126.8,10.7451485,106.7158766
2,1,0,1,111,10.764723,106.6677847
1,1,0,1,83.3,10.7959341,106.6791511
2,1,0,1,87.7,10.7453745,106.6822786
2,1,1,1,119.8,10.7719416,106.6697907
2,1,0,1,77.3,10.7447038,106.7042941
2,1,0,1,85.7,10.7895656,106.6786342
2,1,0,1,27.5,10.7464918,106.6899604
3,0,0,1,111,10.7966991,106.6937418
2,0,0,0,107.4,10.7790976,106.6740219
4,0,0,0,114.4,10.7641625,106.6757687
2,0,0,0,86,10.7936293,106.7064573
2,0,0,0,89.8,10.7739309,106.6776993
1,1,0,1,27.5,10.756378,106.6851813
2,1,0,1,62,10.7552763,106.6884126
3,0,0,0,82.3,10.7720467,106.6822736
2,1,0,1,49.4,10.7618097,106.7062463
5,0,1,1,201.9,10.7687759,106.6896562
1,1,0,1,39.6,10.7654424,106.7012686
2,1,0,1,68.4,10.7654424,106.7012686
2,1,0,1,66,10.7072148,106.6232619
2,1,0,1,50,10.7168899,106.6306292
3,1,0,1,116.2,10.8019648,106.6214131
2,1,0,0,65.8,10.8474826,106.6689658
3,0,0,1,72.2,10.755047,106.6294483
1,1,0,1,46,10.735876,106.6478053
2,0,0,0,61.7,10.7417158,106.6602686
1,0,0,1,60,10.7447038,106.7042941
2,1,1,1,61.8,10.7931992,106.6911694
1,1,0,1,73.6,10.7577956,106.7020578
2,1,0,1,55.1,10.8373485,106.6362851
2,1,0,1,86,10.8402807,106.6517274
1,1,0,1,51.6,10.8424098,106.6622345
2,1,1,1,73.7,10.8459405,106.6757878
2,1,0,1,57.4,10.7406625,106.6392767
2,1,0,1,109.5,10.7494169,106.6406896
2,1,0,1,68.6,10.7827173,106.6418026
2,1,1,1,72.5,10.8204635,106.6770303
2,0,0,0,63,10.7752404,106.6476646
2,1,0,1,63,10.7752404,106.6476646
2,0,0,1,88.5,10.8108065,106.6868872
3,0,1,1,105.7,10.805877,106.6815741
2,0,0,0,87,10.7895656,106.6786342
3,1,0,1,78.4,10.7464918,106.6899604
3,0,0,0,108.3,10.7693016,106.6755728
2,0,0,0,54.8,10.7779746,106.6813139
2,1,0,1,86.6,10.8790674,106.643878
2,1,0,1,53.6,10.8379313,106.6523565
2,0,0,0,53.6,10.8379313,106.6523565
2,0,0,0,80,10.834556,106.6644038
2,1,1,1,57.4,10.7578668,106.6354362
2,0,0,0,61.2,10.7486735,106.6449919
2,1,0,1,79.4,10.7483784,106.6757928
2,1,1,1,75.8,10.7464123,106.6860655
2,1,0,1,53.7,10.7599518,106.6974305
2,1,0,1,63.4,10.8790268,106.6376653
1,1,0,1,77.8,10.7825021,106.6020215
2,1,0,0,90.2,10.8419232,106.6436252
2,1,0,1,90,10.8113815,106.7739396
2,1,0,1,49.6,10.8425506,106.6556309
2,1,0,1,83.8,10.8379313,106.6523565
3,1,1,1,33.4,10.7631632,106.7655988
1,0,0,0,32.1,10.7416129,106.6387368
1,0,0,0,25.7,10.7416129,106.6387368
5,1,1,0,115.1,10.835689,106.6812423
2,0,0,1,77.2,10.7578668,106.6354362
1,1,0,1,13.8,10.735876,106.6478053
2,0,0,0,33.4,10.735876,106.6478053
3,1,1,1,112.4,10.7531322,106.639918
2,0,0,0,30.3,10.8212075,106.6767595
2,1,1,1,65.3,10.8212075,106.6767595
2,0,0,0,66.7,10.8184508,106.6989384
3,0,1,1,121.6,10.81711,106.6879179
2,0,0,0,63.6,10.8092497,106.7175007
4,1,0,1,102.5,10.7433833,106.6722419
2,0,0,1,63,10.8067604,106.6877205
1,0,0,0,103.1,10.7866342,106.6687009
2,0,0,1,54.6,10.7971361,106.7196625
2,0,0,0,38.3,10.7453745,106.6822786
2,0,0,0,88,10.795558,106.7119172
3,1,0,1,90.8,10.7447038,106.7042941
1,1,0,1,23.6,10.8790268,106.6376653
1,1,0,1,18.9,10.8790268,106.6376653
1,1,1,1,47,10.8542112,106.7626813
1,1,1,1,47,10.8542112,106.7626813
3,1,0,1,199.9,10.8542112,106.7626813
2,1,1,1,79.3,10.7849601,106.6003993
2,1,0,1,85.3,10.8430374,106.6371653
1,1,0,0,30.8,10.8430374,106.6371653
2,1,0,1,45.2,10.8373485,106.6362851
2,1,0,1,34.8,10.846861,106.6512669
2,1,0,1,34,10.845985,106.6527855
2,1,0,1,66.2,10.845985,106.6527855
2,1,0,1,73.1,10.7168899,106.6306292
1,0,0,0,45,10.8351122,106.6396031
4,1,0,1,139,10.8351122,106.6396031
2,0,0,0,133.6,10.7694645,106.6127274
2,1,0,1,54.9,10.8410073,106.6507062
1,0,0,0,40.7,10.8268146,106.6369184
2,1,0,1,139.2,10.8474826,106.6689658
2,1,0,1,93,10.8489663,106.7206215
2,1,0,1,25.3,10.7947853,106.6217612
2,1,0,1,35.7,10.7853909,106.6217393
2,0,0,1,107.8,10.8424519,106.6795227
2,1,0,1,111.5,10.8362242,106.6647039
2,1,0,1,54.3,10.7844544,106.6266979
3,0,0,0,123.2,10.755047,106.6294483
2,0,0,0,59.5,10.7503126,106.6307561
3,0,0,0,64.4,10.7480982,106.635376
2,1,1,1,72,10.8314037,106.6685344
2,1,1,1,95.4,10.8314037,106.6685344
2,1,1,1,81.2,10.7578668,106.6354362
3,1,0,1,90,10.8300283,106.7220192
2,1,0,1,105,10.735876,106.6478053
3,1,0,1,217.4,10.7669616,106.6420086
2,0,0,0,71,10.7582207,106.6463675
2,0,0,0,90.4,10.7789263,106.6475902
2,0,0,0,86.4,10.7927877,106.6535333
2,1,1,1,39.8,10.8165032,106.6777987
2,0,0,0,57.2,10.7402847,106.73585
2,1,0,1,137.5,10.7936874,106.6567901
2,1,1,1,71.2,10.7622758,106.6556704
2,0,0,0,50.8,10.8126728,106.7096212
2,1,0,1,50.8,10.8126728,106.7096212
2,0,0,1,63.6,10.8092497,106.7175007
2,0,0,0,60.2,10.8108065,106.6868872
4,0,0,1,119.7,10.8122091,106.6994073
3,0,0,0,76.8,10.7422818,106.6717207
2,0,0,0,63.6,10.8049376,106.7182472
2,1,1,1,44,10.805877,106.6815741
2,1,1,1,44,10.805877,106.6815741
3,0,0,0,103.5,10.7784102,106.6613981
2,0,0,0,46.8,10.8067604,106.6877205
2,0,0,0,47.8,10.7463473,106.6727864
1,0,0,0,44.2,10.7461861,106.6838342
1,0,0,0,55.8,10.7559646,106.683725
2,1,1,1,76,10.779861,106.680201
2,0,0,1,38.1,10.76241315,106.6866365
2,1,0,1,57,10.7610553,106.7074873
1,1,0,1,37,10.7633696,106.7037801
3,0,0,0,106.2,10.8964501,106.5777418
2,1,0,1,74.2,10.8790268,106.6376653
2,1,1,1,62.9,10.8430374,106.6371653
2,1,0,1,85.9,10.8545419,106.6618865
3,1,1,1,74.3,10.7579031,106.6091837
2,0,0,1,56.2,10.8406893,106.6421082
2,1,1,1,95.8,10.7510502,106.6220532
3,1,1,1,84.6,10.8266703,106.6876112
2,1,0,1,73.5,10.7400569,106.6712667
1,0,0,1,7.9,10.8070099,106.698952
2,0,0,0,74.3,10.8015277,106.6894466
2,0,0,0,53.6,10.7453745,106.6822786
3,1,0,1,48.2,10.7461861,106.6838342
3,0,0,1,108.3,10.7958398,106.6944164
2,1,0,1,67.8,10.7654424,106.7012686
4,0,1,1,79.3,10.8577145,106.6170427
4,1,0,1,83,10.8430374,106.6371653
2,1,0,0,83.6,10.8493756,106.6648591
2,1,0,1,53.6,10.8303029,106.6375345
2,0,0,0,64.3,10.7757553,106.6140471
2,1,0,1,57,10.8425506,106.6556309
1,1,0,1,52.4,10.8019648,106.6214131
2,0,0,1,65.2,10.721025,106.634434
2,1,1,1,110,10.721025,106.634434
2,1,0,1,110,10.721025,106.634434
2,1,1,1,51.2,10.8448952,106.6828004
2,1,0,0,30.3,10.7364232,106.635004
2,1,0,1,45.6,10.7553689,106.6332881
2,1,0,1,35.2,10.7406091,106.6617208
2,1,0,1,68.4,10.745609,106.664118
2,1,0,1,63.5,10.7420276,106.6735039
1,0,1,1,25.6,10.8057383,106.6841756
2,0,1,1,118,10.7976093,106.6754549
1,0,0,0,31,10.8020661,106.687199
2,0,1,1,52.8,10.7988373,106.6826542
5,1,0,1,141.1,10.8015277,106.6894466
3,1,0,1,112.2,10.7453745,106.6822786
1,1,0,1,106.9,10.7607497,106.696815
1,1,1,1,34.4,10.7690914,106.6961672
2,1,0,1,120.1,10.8613722,106.6112428
2,0,0,1,102.5,10.8455989,106.7912042
4,1,0,1,109.2,10.872203,106.6521511
3,1,0,1,64.3,10.7920647,106.6033547
3,1,1,1,131.8,10.6757496,106.6984223
2,1,0,1,40,10.8430374,106.6371653
3,1,0,1,27.2,10.7168899,106.6306292
2,1,0,1,33.6,10.8425506,106.6556309
2,1,1,1,114.1,10.8474826,106.6689658
1,1,0,1,31.8,10.721025,106.634434
2,0,0,0,61.8,10.7553689,106.6332881
2,0,0,1,41.5,10.7416129,106.6387368
2,1,0,1,50,10.8300283,106.7220192
2,1,0,1,57.6,10.741612,106.6517168
2,1,0,1,46,10.7518495,106.7210763
3,0,1,1,69.6,10.7922604,106.6791477
1,1,0,1,31.5,10.7464918,106.6899604
2,0,0,0,44.2,10.7612965,106.6795837
2,1,1,1,44.2,10.7612965,106.6795837
2,0,0,0,115.9,10.7779746,106.6813139
3,0,0,0,76.9,10.8770923,106.5804707
2,0,0,0,71.6,10.8887467,106.6102118
2,1,0,1,49.2,10.86065,106.7557976
2,1,0,1,100,10.8274011,106.7672927
2,1,0,1,68.2,10.7790986,106.624253
1,1,0,1,26.7,10.7441553,106.6576602
2,0,0,1,34.4,10.8049376,106.7182472
1,0,0,0,35.9,10.7782236,106.6617292
5,1,0,1,95.2,10.7518495,106.7210763
3,1,0,1,74,10.795558,106.7119172
2,0,0,0,124.9,10.7790976,106.6740219
3,1,0,1,72,10.7532765,106.7053837
1,1,0,1,49,10.7654424,106.7012686
1,1,0,1,49,10.7654424,106.7012686
1,1,1,1,42.2,10.7654424,106.7012686
2,0,0,0,86.5,10.8964501,106.5777418
2,1,0,1,73.1,10.8887467,106.6102118
2,0,0,0,73.1,10.8887467,106.6102118
3,1,0,1,146.1,10.8675888,106.5901034
2,1,0,1,140,10.8466696,106.7994174
3,0,0,0,53.2,10.8466696,106.7994174
3,1,0,1,105,10.8613722,106.6112428
1,1,0,1,102.6,10.8169062,106.5834676
2,0,1,1,72,10.8790268,106.6376653
2,1,0,1,76.6,10.8790268,106.6376653
2,1,0,1,61.4,10.8790268,106.6376653
1,1,0,1,61.4,10.8790268,106.6376653
2,0,0,1,58,10.8790268,106.6376653
2,0,0,0,55.6,10.867832,106.624835
3,1,0,1,66.2,10.8755144,106.6362271
3,0,0,1,100,10.8455989,106.7912042
2,1,0,1,77,10.8691221,106.6459661
2,1,0,1,64.1,10.8670523,106.6425376
2,1,0,1,53.7,10.8670523,106.6425376
2,1,0,1,102.8,10.8632178,106.6392072
2,0,0,1,102.2,10.8783651,106.6845103
2,1,1,1,53.8,10.86065,106.7557976
2,1,0,1,78.6,10.86065,106.7557976
1,1,0,1,41.3,10.8305097,106.611896
2,1,0,1,41.3,10.8305097,106.611896
2,1,0,1,73.5,10.8542112,106.7626813
2,1,0,1,40,10.6811366,106.7469762
2,1,0,1,35,10.6811366,106.7469762
2,1,1,1,56,10.6811366,106.7469762
2,1,0,1,70,10.6811366,106.7469762
2,1,0,1,78,10.8462738,106.6316585
2,1,1,1,97.6,10.8469185,106.6359936
3,1,1,1,63,10.7689538,106.6021101
3,1,0,1,109,10.7129189,106.6224876
2,1,0,1,91,10.6757496,106.6984223
2,1,0,1,66,10.6757496,106.6984223
2,1,1,1,56,10.6757496,106.6984223
2,1,0,1,64,10.6757496,106.6984223
3,1,1,1,80.2,10.6757496,106.6984223
2,1,0,1,81,10.6757496,106.6984223
2,1,1,1,54.5,10.7956389,106.6066999
2,1,0,1,64.7,10.8473418,106.6416019
2,1,0,1,50.8,10.8430374,106.6371653
2,1,0,1,50.8,10.8430374,106.6371653
1,1,1,1,32.6,10.8430374,106.6371653
2,0,0,0,32.6,10.8430374,106.6371653
2,0,0,0,91.8,10.8430374,106.6371653
2,1,0,1,64.4,10.8246421,106.7759877
2,1,1,1,56,10.7595344,106.6056798
2,1,1,1,113,10.8518876,106.7454564
2,1,0,1,50,10.8422661,106.7570208
2,1,0,1,42.5,10.8373485,106.6362851
2,1,0,1,76.4,10.8373485,106.6362851
2,1,0,0,53.4,10.8373485,106.6362851
2,1,0,1,65.8,10.8426119,106.6426925
3,1,0,1,131.4,10.8426119,106.6426925
3,1,0,1,131.4,10.8426119,106.6426925
2,1,1,1,30,10.69318965,106.7423258
2,1,0,1,74.2,10.8419232,106.6436252
2,0,0,1,84,10.8419232,106.6436252
2,1,0,1,58.3,10.8406893,106.6421082
2,1,0,1,58.3,10.8406893,106.6421082
2,1,0,1,44.4,10.846861,106.6512669
2,1,0,1,52.6,10.846861,106.6512669
2,1,0,1,60,10.846861,106.6512669
2,0,0,0,64.8,10.846861,106.6512669
2,1,0,0,89.7,10.846861,106.6512669
2,0,0,0,66.4,10.8376694,106.6406771
2,1,0,1,57.9,10.845985,106.6527855
3,1,0,1,80.7,10.845985,106.6527855
1,1,0,1,52.1,10.8000185,106.6158852
2,1,0,1,44,10.6949611,106.7401168
2,1,0,1,56,10.6949611,106.7401168
2,1,1,1,57.6,10.6949611,106.7401168
2,1,1,1,77.6,10.6949611,106.7401168
2,1,1,1,76.6,10.6949611,106.7401168
3,0,0,0,63,10.8267929,106.6313551
2,0,0,1,64.8,10.8351122,106.6396031
2,1,0,1,56.3,10.8351122,106.6396031
2,1,0,0,75.6,10.8453959,106.653507
2,1,0,0,90.3,10.8464435,106.6578242
2,1,0,1,45.8,10.8493756,106.6648591
2,1,0,0,92.4,10.8493756,106.6648591
2,0,0,0,46,10.8493756,106.6648591
2,1,0,1,34.4,10.8303029,106.6375345
2,1,0,1,63.8,10.8303029,106.6375345
2,1,0,1,66,10.8303029,106.6375345
2,1,0,1,91.3,10.8303029,106.6375345
2,1,0,1,55.8,10.8303029,106.6375345
2,1,0,1,52.8,10.8303029,106.6375345
3,1,0,1,77.6,10.7757553,106.6140471
2,1,0,1,57.6,10.8402807,106.6517274
2,1,0,1,69.6,10.8402807,106.6517274
3,1,0,1,70.2,10.8425506,106.6556309
2,1,0,1,53.6,10.8425506,106.6556309
2,1,0,1,81.5,10.8425506,106.6556309
2,1,0,1,53.6,10.8425506,106.6556309
2,1,0,1,56,10.8425506,106.6556309
2,1,0,0,73.8,10.8019648,106.6214131
2,1,0,1,91.9,10.8268146,106.6369184
2,1,0,1,56.8,10.8474826,106.6689658
3,1,0,1,91.7,10.8415816,106.6571967
5,1,1,1,110.5,10.8292714,106.6415899
2,0,0,1,59.8,10.8379313,106.6523565
2,1,0,1,70.7,10.8183476,106.6328307
2,1,0,1,63.6,10.8489663,106.7206215
3,1,0,1,98,10.8457875,106.667346
3,1,0,1,118.3,10.7420598,106.6236731
2,0,0,1,79.9,10.737073,106.6263651
2,1,0,1,44.4,10.727703,106.6322711
1,1,0,1,43.8,10.727703,106.6322711
2,1,0,1,75.9,10.727703,106.6322711
2,1,1,1,62,10.8447415,106.668255
2,1,0,1,35.7,10.7457553,106.6237885
2,1,1,1,45,10.7615882,106.6222404
3,1,0,1,69.3,10.7812139,106.6241663
2,0,0,0,46.2,10.7502026,106.6278599
2,1,1,1,147,10.7543259,106.6269935
2,1,0,1,111.8,10.8362242,106.6647039
1,1,0,1,32.6,10.7844544,106.6266979
2,1,0,1,68,10.782844,106.6267533
2,1,0,0,81.5,10.8367068,106.6684147
2,1,0,1,74.2,10.8386149,106.6731219
2,1,0,1,45,10.7352735,106.6374295
2,1,1,1,52.8,10.755047,106.6294483
2,1,0,1,52.8,10.755047,106.6294483
1,1,0,1,76.9,10.755047,106.6294483
2,1,0,1,78,10.755047,106.6294483
3,0,0,1,78.4,10.7397765,106.6354004
3,1,0,1,49,10.7534075,106.6310523
1,1,0,1,90.3,10.7767536,106.6312125
3,0,0,1,114.2,10.7480982,106.635376
2,1,0,1,75.4,10.8314037,106.6685344
2,1,1,1,80.6,10.7578668,106.6354362
4,1,0,1,80.6,10.7578668,106.6354362
3,0,0,0,101.8,10.8012812,106.6419371
3,1,0,1,74.2,10.7802119,106.6357701
2,1,0,1,39.8,10.8300283,106.7220192
2,1,0,1,42.6,10.8300283,106.7220192
2,1,0,1,79.9,10.8300283,106.7220192
1,1,0,1,46.2,10.7695528,106.6357282
2,1,0,1,86.5,10.735876,106.6478053
2,1,0,1,67.1,10.7459867,106.6428419
2,1,0,1,50.1,10.7570883,106.6391321
1,0,0,0,39.7,10.74129,106.6472584
2,1,0,1,70,10.7284842,106.7390051
1,0,0,0,68.2,10.7564889,106.6418574
4,0,0,1,146.7,10.827435,106.6839493
3,1,0,1,98.9,10.7809805,106.6416411
1,1,0,1,89,10.7629011,106.6421524
3,1,1,1,117,10.7251178,106.7282506
2,1,1,1,58.4,10.7854672,106.645595
1,0,1,1,44,10.8212075,106.6767595
2,1,0,1,63.7,10.7482858,106.6494255
2,1,0,1,98,10.7582207,106.6463675
3,1,0,0,118.3,10.8204635,106.6770303
2,1,1,1,53.8,10.7627549,106.6461392
2,0,0,1,53.8,10.7627549,106.6461392
1,1,0,1,105.4,10.7627549,106.6461392
2,1,0,1,79.8,10.7627549,106.6461392
2,1,1,1,82.2,10.7752303,106.6458841
2,0,0,0,34.3,10.7752303,106.6458841
1,0,0,0,38.2,10.7654125,106.6463596
2,1,0,1,74.2,10.7580481,106.6490855
2,0,0,0,36.9,10.7752404,106.6476646
2,0,0,0,107,10.7745444,106.6479139
2,1,0,1,36,10.7751005,106.6481991
2,1,0,1,106.8,10.7751759,106.6483593
1,0,0,0,33.3,10.8204879,106.6940915
2,0,0,0,57.2,10.8204879,106.6940915
2,0,0,0,75,10.8204879,106.6940915
3,1,0,1,62.2,10.8204879,106.6940915
2,0,0,0,48.5,10.8191249,106.6898744
2,1,0,1,59.9,10.7406091,106.6617208
3,1,0,1,91.3,10.8188172,106.7045884
3,1,0,1,82.4,10.81711,106.6879179
2,1,1,1,49.8,10.7634956,106.6531711
1,1,1,1,89.5,10.7634956,106.6531711
2,0,0,1,42,10.8160766,106.693555
3,0,0,1,55.7,10.8160766,106.693555
2,1,1,1,58.7,10.7644644,106.6546181
2,1,1,1,52.4,10.7657047,106.6545171
2,1,1,1,80.7,10.7770579,106.6545553
2,1,0,1,56.7,10.7802551,106.6553491
2,1,0,1,81.9,10.806668,106.6749304
2,1,1,1,32.6,10.7498,106.7340175
2,1,1,1,45.3,10.7498,106.7340175
2,1,1,1,65.7,10.7498,106.7340175
1,1,0,1,69.9,10.782727,106.6587985
6,0,0,1,113.8,10.8122091,106.6994073
2,0,0,0,95.9,10.7998363,106.6714487
1,0,0,0,47.4,10.8049376,106.7182472
3,0,0,0,46.2,10.8049376,106.7182472
4,1,1,1,119.3,10.74140345,106.7228795
1,1,0,1,79.4,10.805877,106.6815741
3,0,0,0,49.5,10.7782236,106.6617292
3,0,0,0,49.5,10.7782236,106.6617292
2,1,0,1,27.6,10.7437828,106.6744787
2,1,0,1,69.7,10.7954868,106.6716112
1,0,0,0,63.8,10.7635862,106.6632825
2,1,1,1,104.7,10.7411353,106.715851
2,1,1,1,104.7,10.7411353,106.715851
2,0,0,0,58.8,10.7660373,106.6639922
1,0,0,0,47,10.78125455,106.6652255
2,0,0,0,86.8,10.78125455,106.6652255
2,1,1,1,41.9,10.7415729,106.715829
3,1,1,1,109.8,10.7415729,106.715829
2,0,0,0,48,10.7866342,106.6687009
2,0,0,0,58,10.7918939,106.6722005
2,0,1,1,85.6,10.7918939,106.6722005
2,0,0,0,120.2,10.782445,106.667204
2,0,0,0,62.2,10.801496,106.6849909
2,1,0,1,117.1,10.801496,106.6849909
2,1,1,1,63.2,10.7405866,106.7099262
3,0,0,0,96.4,10.8020661,106.687199
2,0,1,1,87.6,10.8020661,106.687199
2,0,0,0,30.6,10.79513,106.676219
2,0,0,0,30.6,10.79513,106.676219
1,0,1,1,21.2,10.79513,106.676219
1,1,0,1,23.8,10.79513,106.676219
8,0,0,1,105,10.8012428,106.7109826
4,1,0,1,91.7,10.7483784,106.6757928
2,0,0,0,33.3,10.8015277,106.6894466
2,1,0,1,36.8,10.7453745,106.6822786
4,0,0,1,87.3,10.7933816,106.7188754
3,1,0,1,98.8,10.7834318,106.6711445
3,0,0,0,90.1,10.7881286,106.6737358
2,1,1,1,129.9,10.7449678,106.7117146
2,0,0,0,79,10.7893937,106.6750618
2,0,0,0,66.4,10.7666896,106.6718421
3,0,0,0,99.3,10.7966991,106.6937418
2,1,0,1,50.6,10.7790976,106.6740219
2,0,0,0,85.8,10.7460744,106.6963946
3,1,1,1,98,10.7460744,106.6963946
3,0,0,0,93.7,10.7708552,106.6730741
2,0,0,0,98.7,10.7627708,106.6747445
2,0,0,1,160,10.7964012,106.70033
2,0,0,1,63.8,10.7936293,106.7064573
2,0,0,0,24.3,10.7681829,106.6757084
2,1,0,1,67.3,10.7931992,106.6911694
2,1,1,1,45.7,10.7614527,106.6779722
2,0,0,0,44.9,10.7876369,106.7135958
3,1,0,1,63.7,10.7575485,106.6836019
2,0,0,0,89.4,10.7733613,106.6786777
2,0,0,0,111.1,10.7725609,106.6788057
4,0,0,0,143.9,10.7779746,106.6813139
3,1,1,1,91.4,10.7884755,106.698318
2,1,0,1,36.4,10.7610553,106.7074873
2,1,1,1,83.8,10.7711818,106.6855283
2,1,0,1,103.6,10.7654424,106.7012686
2,1,0,1,45.6,10.7654424,106.7012686
2,1,0,1,141.6,10.7654424,106.7012686
1,1,1,1,46.2,10.7688283,106.6987969
3,0,0,1,96.3,10.849895,106.6168641
2,1,0,1,82.4,10.8430374,106.6371653
2,1,0,1,76,10.8493756,106.6648591
2,1,0,1,63.9,10.7454365,106.6467261
2,0,0,0,56,10.7900793,106.6524429
2,0,0,0,131.6,10.762849,106.6545795
3,0,0,0,73.9,10.794853,106.6615202
2,1,0,1,40.1,10.745609,106.664118
1,0,0,0,33.7,10.7771755,106.6645445
2,1,0,1,55.5,10.789223,106.687452
1,1,0,1,93.3,10.7530896,106.7022171
2,1,0,1,59.1,10.7610553,106.7074873
2,1,0,1,96.4,10.8542112,106.7626813
2,1,1,1,53.4,10.7654651,106.6131027
2,1,0,1,49.4,10.8019648,106.6214131
1,0,0,1,50,10.8474826,106.6689658
2,1,0,1,90,10.8424098,106.6622345
2,1,0,1,50.5,10.7422507,106.634188
3,0,0,1,150,10.832407,106.6732812
2,1,1,1,57.9,10.7892788,106.6354751
2,1,0,1,43.8,10.735876,106.6478053
2,1,1,1,40.6,10.7895656,106.6786342
1,0,0,0,51,10.758804,106.6871588
1,1,0,1,52,10.7565849,106.7033993
1,1,0,1,161.8,10.7654424,106.7012686
3,1,0,0,101,10.8430374,106.6371653
3,1,1,1,80,10.7615561,106.6177738
2,1,0,1,49,10.8379313,106.6523565
2,0,0,1,49,10.8379313,106.6523565
2,1,0,1,76.7,10.837144,106.6691114
2,1,0,1,41.5,10.7534222,106.6345215
2,0,0,0,69,10.7842261,106.7600229
2,0,0,0,80.7,10.7555748,106.6571614
4,1,0,1,44.6,10.7400569,106.6712667
2,0,0,1,49.8,10.802271,106.7193849
2,0,0,0,50.7,10.8025582,106.68183
1,1,0,1,47.8,10.7492564,106.6733891
2,0,0,0,56,10.7679526,106.6695817
2,0,0,0,82.6,10.7779746,106.6813139
2,1,0,1,96.9,10.7578459,106.6865294
2,1,0,1,78,10.8422661,106.7570208
2,1,0,1,63.7,10.7377516,106.6147679
2,1,0,1,68.2,10.727703,106.6322711
2,1,0,1,62.2,10.7503126,106.6307561
2,0,0,1,83.3,10.749055,106.6389559
2,1,0,1,47.2,10.7458802,106.6428698
2,0,0,1,69.2,10.8185095,106.6989478
2,1,1,1,122.6,10.7427832,106.6707533
3,0,0,1,40,10.7971361,106.7196625
3,1,0,1,96.2,10.7453745,106.6822786
3,1,0,1,114.6,10.8630326,106.5669355
1,1,0,1,42.1,10.8790268,106.6376653
3,1,0,1,67.2,10.8670523,106.6425376
2,1,0,1,65,10.7129189,106.6224876
1,1,0,0,82.4,10.8430374,106.6371653
1,1,1,1,27.9,10.7595344,106.6056798
3,1,0,1,97.6,10.8422661,106.7570208
3,1,1,1,66.6,10.7611474,106.6079607
1,1,0,1,32,10.8419232,106.6436252
2,1,0,1,57,10.8128209,106.6240969
2,1,0,1,76.8,10.8268146,106.6369184
2,1,0,1,71.2,10.721025,106.634434
3,1,0,1,180,10.8231815,106.6357684
3,0,0,0,85.7,10.8379313,106.6523565
3,1,0,1,45.9,10.7931355,106.6243044
2,0,0,0,70,10.8443745,106.6732968
2,0,0,0,29.4,10.7812139,106.6241663
2,1,0,1,132.7,10.7364232,106.635004
3,1,0,1,111.2,10.776339,106.6310619
3,1,0,1,108.3,10.8314037,106.6685344
1,1,0,1,37.6,10.7578668,106.6354362
2,1,0,1,62.2,10.7578668,106.6354362
2,0,0,0,74.4,10.7578668,106.6354362
1,1,1,1,95.6,10.8012812,106.6419371
2,1,0,1,106.6,10.8035296,106.6458405
2,1,1,1,73.8,10.7798471,106.6380791
4,1,0,1,102.2,10.7770851,106.6403651
1,1,0,1,19.9,10.8260016,106.6798526
3,1,0,1,57.4,10.7809805,106.6416411
2,1,1,1,161.9,10.7587001,106.6470677
2,1,1,1,92.2,10.7604516,106.6469449
3,0,0,0,70.4,10.7580481,106.6490855
2,1,0,1,57.3,10.7751759,106.6483593
1,0,0,0,28.6,10.8204879,106.6940915
3,1,0,1,77.6,10.8191249,106.6898744
2,1,1,1,59.2,10.7814372,106.6535674
1,1,0,1,50,10.8160766,106.693555
2,0,0,1,18.1,10.8133969,106.6829727
