SalePrice,location_street,location_ward,location_district,number_of_toilet,access_to_school,access_to_hospital,access_to_market,number_of_floor,is_having_basement,is_having_attic_floor,is_having_rooftop,alley_width,number_of_bedroom,loc_lat,loc_long,total_sqft
2799,Đường Số 8,Phường Bình Hưng Hòa A Quận Bình Tân,Quận Bình Tân,2,1,0,1,2,0,0,0,2.23,2,10.7815826,106.6158997,63.1
9110,Đường Phan Cát Tựu,Phường An Lạc A Quận Bình Tân,Quận Bình Tân,5,1,1,1,2,0,0,0,5.2,5,10.7466006,106.6191425,100
3580.2,Đường QL1,Phường An Phú Đông Quận 12,Quận 12,3,1,0,1,2,0,0,1,7,2,10.8541976,106.6910748,123.8
3460.5,Đường Tân Kỳ Tân Quý,Phường Bình Hưng Hòa Quận Bình Tân,Quận Bình Tân,1,1,1,1,2,0,0,0,3,2,10.8019648,106.6214131,91
5202,Đường Lê Trọng Tấn,Phường Sơn Kỳ Quận Tân Phú,Quận Tân Phú,4,1,0,1,2,0,0,0,6.5,3,10.8019648,106.6214131,135.5
5862.285,Đường Lê Trọng Tấn,Phường Sơn Kỳ Quận Tân Phú,Quận Tân Phú,2,1,0,0,2,0,0,0,4,2,10.8019648,106.6214131,74.8
6128.01,Đường Đỗ Nhuận,Phường Sơn Kỳ Quận Tân Phú,Quận Tân Phú,2,1,0,1,2,0,0,0,30,2,10.8019648,106.6214131,71.3
2478.795,Đường Cống Lở,Phường 15 Quận Tân Bình,Quận Tân Bình,2,1,0,1,2,0,0,0,1,2,10.8268146,106.6369184,70
5926.68,Đường Trần Thánh Tông,Phường 15 Quận Tân Bình,Quận Tân Bình,2,0,0,0,2,0,0,0,4,2,10.8284404,106.6392641,106.1
3693.375,Đường Lê Đức Thọ,Phường 13 Quận Gò Vấp,Quận Gò Vấp,2,1,0,1,2,0,0,0,2,2,10.8474826,106.6689658,73.2
2389.5,Đường Số 12,Phường Hiệp Bình Phước Thành phố Thủ Đức,Thành phố Thủ Đức,1,1,0,1,2,0,0,0,2,3,10.8489663,106.7206215,66.4
8178.56,Đường QL13,Phường Hiệp Bình Phước Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,0,1,2,0,0,0,4,3,10.8489663,106.7206215,144.2
3808.55,Đường Phùng Chí Kiên,Phường Tân Quý Quận Tân Phú,Quận Tân Phú,2,1,0,1,2,0,0,0,1.8,2,10.7947853,106.6217612,91.6
4609.5,Đường Bình Long,Phường Tân Quý Quận Tân Phú,Quận Tân Phú,2,1,0,1,2,0,0,0,4,2,10.7947853,106.6217612,119.5
3729.375,Đường Phùng Tá Chu,Phường An Lạc A Quận Bình Tân,Quận Bình Tân,2,1,1,1,2,0,0,0,2,2,10.7539615,106.6209779,52.5
2199.65,Đường Phan Anh,Phường Bình Trị Đông Quận Bình Tân,Quận Bình Tân,1,1,0,1,2,0,0,0,3.21,1,10.7614082,106.6242819,41
5800,Đường Bờ Tây Kinh Cây Khô,Xã Phước Lộc Huyện Nhà Bè,Huyện Nhà Bè,3,1,0,1,2,0,0,1,6,4,10.6991989,106.6826113,204.5
9269,Đường Đào Sư Tích,Xã Phước Lộc Huyện Nhà Bè,Huyện Nhà Bè,2,1,0,1,2,0,0,0,14,3,10.6991989,106.6826113,150
4243.5,Đường Vườn Lài,Phường Phú Thọ Hòa Quận Tân Phú,Quận Tân Phú,3,0,0,0,2,0,0,0,3,3,10.7844544,106.6266979,157
4500.6,Đường Phú Thọ Hòa,Phường Phú Thọ Hòa Quận Tân Phú,Quận Tân Phú,3,1,0,1,2,0,0,0,2.5,5,10.7847065,106.6269418,82
12705.8,Đường Phú Thọ Hòa,Phường Phú Thọ Hòa Quận Tân Phú,Quận Tân Phú,3,1,0,1,2,0,0,1,5,4,10.7847065,106.6269418,234.8
2699.9,Đường Nguyễn Sơn,Phường Phú Thọ Hòa Quận Tân Phú,Quận Tân Phú,1,0,0,0,2,0,0,0,2,1,10.782844,106.6267533,62.6
4416,Đường Độc Lập,Phường Tân Thành Quận Tân Phú,Quận Tân Phú,2,1,0,1,2,0,0,0,7.2,2,10.7928757,106.6291434,40
4597.8,Đường Huỳnh Tấn Phát,Phường Phú Mỹ Quận 7,Quận 7,5,1,0,1,2,0,0,0,3,4,10.7086888,106.7342406,150
6900,Đường Huỳnh Tấn Phát,Phường Phú Mỹ Quận 7,Quận 7,2,1,0,1,2,0,0,0,6,3,10.7086888,106.7342406,179.8
4748.4,Đường Lý Thánh Tông,Phường Hiệp Tân Quận Tân Phú,Quận Tân Phú,2,1,0,1,2,0,0,1,2.7,2,10.7704427,106.6264825,52.6
2997,Đường Bà Hom,Phường 13 Quận 6,Quận 6,1,1,0,1,2,0,0,0,5,1,10.755047,106.6294483,42.8
4495.5,Đường Bà Hom,Phường 13 Quận 6,Quận 6,3,1,0,1,2,0,0,0,3.65,6,10.755047,106.6294483,79.1
2766,Đường Nguyễn Văn Luông,Phường 11 Quận 6,Quận 6,2,1,1,1,2,0,0,0,2,2,10.7422507,106.634188,48.2
7276.5,Đường Nguyễn Oanh,Phường 17 Quận Gò Vấp,Quận Gò Vấp,3,1,0,1,2,0,0,0,4.5,4,10.8381472,106.6755943,219.6
7896,Đường 16,Phường Thạnh Mỹ Lợi Quận 2,Quận 2,3,1,0,1,2,0,0,0,4,3,10.7631632,106.7655988,154.7
4704.48,Đường Lý Thánh Tông,Phường Tân Thới Hòa Quận Tân Phú,Quận Tân Phú,1,1,0,1,2,0,0,0,2,1,10.7638941,106.6317066,153.1
7356.8,Đường Lý Thánh Tông,Phường Tân Thới Hòa Quận Tân Phú,Quận Tân Phú,2,1,0,1,2,0,0,0,8,2,10.7638941,106.6317066,60.5
4198.5,Đường Phạm Văn Chí,Phường 8 Quận 6,Quận 6,3,1,0,1,2,0,0,0,2,2,10.7406625,106.6392767,90
21008.18,Đường Lê Đức Thọ,Phường 17 Quận Gò Vấp,Quận Gò Vấp,2,0,0,1,2,0,0,0,20,2,10.835689,106.6812423,249.8
10998,Đường Yên Đỗ,Phường Tân Thành Quận Tân Phú,Quận Tân Phú,4,1,0,1,2,0,0,0,6,6,10.7896357,106.6359757,147.2
6657,Đường Trần Văn Dư,Phường 13 Quận Tân Bình,Quận Tân Bình,4,0,0,0,2,0,0,0,6,4,10.8012812,106.6419371,201
14950,Đường Nguyễn Hiến Lê,Phường 13 Quận Tân Bình,Quận Tân Bình,10,1,1,1,2,0,0,0,4,10,10.8012812,106.6419371,167
13820,Đường Bình Lợi,Phường 13 Quận Bình Thạnh,Quận Bình Thạnh,3,0,0,1,2,0,0,1,15,2,10.8350921,106.7031966,169
14288.5,Đường Bình Lợi,Phường 13 Quận Bình Thạnh,Quận Bình Thạnh,3,1,0,1,2,0,0,0,4.3,3,10.8350921,106.7031966,176.1
5197.5,Đường Hậu Giang,Phường 12 Quận 6,Quận 6,2,1,1,1,2,0,0,1,4,3,10.749055,106.6389559,184.8
9500,Đường Hậu Giang,Phường 12 Quận 6,Quận 6,2,1,0,1,2,0,0,0,4.32,2,10.749055,106.6389559,154.6
3496,Đường Số 48,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,5,1,0,1,2,0,0,0,2,4,10.8300283,106.7220192,190
4099.2,Đường Số 18,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,0,1,2,0,0,0,1.7,2,10.8300283,106.7220192,94
4202.4,Đường số 52,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,0,1,2,0,0,0,5.5,2,10.8300283,106.7220192,103
5400,Đường Số 49,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,0,1,2,0,0,0,3,4,10.8300283,106.7220192,138
5874.375,Đường Số 48,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,3,1,0,1,2,0,0,0,4.04,3,10.8300283,106.7220192,124.4
8913.16,Đường Số 8,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,0,1,2,0,0,0,3.65,4,10.8300283,106.7220192,140.5
3291.75,Đường Số 6,Phường Bình Trưng Tây Quận 2,Quận 2,2,1,0,1,2,0,0,0,5,2,10.7842261,106.7600229,53
3039,Đường Hồng Bàng,Phường 1 Quận 11,Quận 11,1,1,0,1,2,0,0,1,3.5,2,10.7546839,106.6391842,60.2
13615.5,Đường Đồng Xoài,Phường 13 Quận Tân Bình,Quận Tân Bình,1,0,0,0,2,0,0,0,7,1,10.8005102,106.6462677,153.6
5704,Đường Huỳnh Tấn Phát,Phường Phú Thuận Quận 7,Quận 7,2,1,0,1,2,0,0,0,3,2,10.7284842,106.7390051,103.9
7680.33,Đường Huỳnh Tấn Phát,Phường Phú Thuận Quận 7,Quận 7,3,1,1,1,2,0,0,0,2,3,10.7284842,106.7390051,161
7000,Đường Cộng Hòa,Phường 13 Quận Tân Bình,Quận Tân Bình,1,1,0,1,2,0,0,0,2,1,10.8019463,106.6479668,109.1
8923.5,Đường Khuông Việt,Phường Phú Trung Quận Tân Phú,Quận Tân Phú,10,1,0,1,2,0,0,0,5,10,10.7770851,106.6403651,178.9
4022.865,Đường Nguyễn Kiệm,Phường 3 Quận Gò Vấp,Quận Gò Vấp,3,1,1,1,2,0,0,0,2.62,4,10.8260016,106.6798526,63.7
6402,Đường Huỳnh Văn Chính,Phường Phú Trung Quận Tân Phú,Quận Tân Phú,2,1,1,0,2,0,0,0,3.2,2,10.7809805,106.6416411,68.5
9064,Đường 329 Minh Phụng,Phường 2 Quận 11,Quận 11,1,1,0,1,2,0,0,0,8,2,10.7575553,106.6431714,72.8
8603,Đường Nguyễn Thái Sơn,Phường 5 Quận Gò Vấp,Quận Gò Vấp,2,1,0,1,2,0,0,1,4,5,10.8275651,106.6907426,210
4030,Đường Hoà Bình,Phường 5 Quận 11,Quận 11,2,1,0,1,2,0,0,0,3,2,10.7669616,106.6420086,70.4
2825.75,Đường Huỳnh Tấn Phát,Phường Tân Phú Quận 7,Quận 7,1,0,0,0,2,0,0,0,2,2,10.7251178,106.7282506,44.5
5950,Đường Huỳnh Tấn Phát,Phường Tân Phú Quận 7,Quận 7,2,1,0,1,2,0,0,0,3,3,10.7251178,106.7282506,116.7
12202.5,Đường Số 6,Phường Tân Phú Quận 7,Quận 7,4,0,0,0,2,0,0,0,12,4,10.7251178,106.7282506,168.4
7437.5,Đường Trục 30,Phường 13 Quận Bình Thạnh,Quận Bình Thạnh,3,0,0,1,2,0,0,0,5,3,10.8251078,106.7040422,200
9515.625,Đường Trịnh Đình Trọng,Phường Phú Trung Quận Tân Phú,Quận Tân Phú,2,1,0,1,2,0,0,1,3.25,2,10.7752303,106.6458841,213.7
4215,Đường Dương Đình Nghệ,Phường 8 Quận 11,Quận 11,2,1,1,1,2,0,0,0,13,2,10.7604516,106.6469449,98.4
3238.5,Đường Trần Văn Quang,Phường 10 Quận Tân Bình,Quận Tân Bình,2,1,1,1,2,0,0,0,3,3,10.7796321,106.6471816,62.5
14740.3,Đường Số 1,Phường 10 Quận Tân Bình,Quận Tân Bình,2,1,0,1,2,0,0,0,12,3,10.7789263,106.6475902,127.6
2535,Đường Lê Văn Lương,Xã Phước Kiển Huyện Nhà Bè,Huyện Nhà Bè,2,1,1,1,2,0,0,0,3,2,10.7200389,106.7001786,160
4851,Đường Lê Văn Lương,Xã Phước Kiển Huyện Nhà Bè,Huyện Nhà Bè,5,1,1,1,2,0,0,0,6,5,10.7200389,106.7001786,141.8
7162.2,Đường Lê Văn Lương,Xã Phước Kiển Huyện Nhà Bè,Huyện Nhà Bè,7,1,1,1,2,0,0,0,4.5,7,10.7200389,106.7001786,181.1
5103,Đường Âu Cơ,Phường 10 Quận Tân Bình,Quận Tân Bình,1,0,0,0,2,0,0,0,3.8,2,10.7752404,106.6476646,87.8
31616.04,Đường Lạc Long Quân,Phường 10 Quận Tân Bình,Quận Tân Bình,2,1,1,1,2,0,0,0,16,3,10.7751005,106.6481991,108.2
5200,Đường Lạc Long Quân,Phường 8 Quận Tân Bình,Quận Tân Bình,1,1,0,1,2,0,0,0,3,1,10.7751759,106.6483593,59.4
6274.125,Đường Lạc Long Quân,Phường 8 Quận Tân Bình,Quận Tân Bình,1,1,0,1,2,0,0,0,3,1,10.7751759,106.6483593,130.2
20349,Đường Nguyễn Cừ,Phường Thảo Điền Quận 2,Quận 2,4,1,1,1,2,0,0,1,4.5,6,10.8080953,106.7304745,255
6802.5,Đường Nguyễn Văn Quỳ,Phường Phú Thuận Quận 7,Quận 7,2,1,0,1,2,0,0,0,5,2,10.7402847,106.73585,120
3650,Đường Nguyễn Văn Quỳ,Phường Tân Thuận Đông Quận 7,Quận 7,2,1,0,1,2,0,0,0,3,3,10.7406721,106.7356602,102
6416,Đường Nguyễn Xí,Phường 13 Quận Bình Thạnh,Quận Bình Thạnh,2,1,0,1,2,0,0,0,3,3,10.8188172,106.7045884,160
4730,Đường Thành Mỹ,Phường 8 Quận Tân Bình,Quận Tân Bình,2,1,0,1,2,0,0,0,2,3,10.7814372,106.6535674,97.8
26604,Đường Bến Xóm Củi,Phường 11 Quận 8,Quận 8,5,1,0,1,2,0,0,0,12,3,10.7457556,106.6612087,191
2665.25,Đường Bùi Văn Thêm,Phường 9 Quận Phú Nhuận,Quận Phú Nhuận,2,1,0,1,2,0,0,0,2,2,10.809362,106.6764818,30.2
14084.5,Đường Đặng Lộ,Phường 7 Quận Tân Bình,Quận Tân Bình,3,1,1,1,2,0,0,0,6,2,10.7862348,106.6573214,157.4
14238.125,Đường Nghĩa Phát,Phường 6 Quận Tân Bình,Quận Tân Bình,2,0,0,0,2,0,0,0,6,3,10.7865341,106.6585884,211.1
2970,Đường Huỳnh Tấn Phát,Phường Tân Thuận Đông Quận 7,Quận 7,2,1,1,1,2,0,0,0,2,2,10.7498,106.7340175,46.8
4361.25,Đường Nguyễn Văn Đậu,Phường 11 Quận Bình Thạnh,Quận Bình Thạnh,2,1,0,1,2,0,0,0,2,2,10.8123441,106.6930962,72
6129.075,Đường Ngô Đức Kế,Phường 12 Quận Bình Thạnh,Quận Bình Thạnh,2,1,0,1,2,0,0,1,2,2,10.8122091,106.6994073,124.9
2054.5,Đường Bùi Văn Ba,Phường Tân Thuận Đông Quận 7,Quận 7,1,1,1,1,2,0,0,0,1.7,1,10.7503441,106.7326125,30.8
7010,Đường Nguyễn Kiệm,Phường 4 Quận Phú Nhuận,Quận Phú Nhuận,2,0,0,0,2,0,0,0,5,3,10.8058384,106.6800235,111.5
12054,Đường Số 1,Phường Bình Thuận Quận 7,Quận 7,3,1,1,1,2,0,0,1,12,3,10.74140345,106.7228795,203
7198.38,Đường Nguyễn Thị Thập,Phường Tân Phú Quận 7,Quận 7,2,1,1,1,2,0,0,1,6,3,10.7382346,106.7174335,135.3
4959,Đường Ba Đình,Phường 9 Quận 8,Quận 8,2,1,0,1,2,0,0,0,3,4,10.747015,106.6699886,116
18305,Đường Lâm Văn Bền,Phường Tân Quy Quận 7,Quận 7,2,1,0,1,2,0,0,1,12,2,10.73842,106.7159178,200.6
3000.6,Đường Nguyễn Thượng Hiền,Phường 5 Quận Phú Nhuận,Quận Phú Nhuận,2,0,0,0,2,0,1,0,6,2,10.8057383,106.6841756,36
5116.475,Đường Hoàng Hoa Thám,Phường 7 Quận Bình Thạnh,Quận Bình Thạnh,2,1,0,1,2,0,0,0,4.5,2,10.8073614,106.6922178,68.1
9618.48,Đường Võ Thị Sáu,Phường 7 Quận 3,Quận 3,1,0,0,0,2,0,0,0,5,1,10.8073614,106.6922178,48.8
17842.625,Đường Huỳnh Văn Bánh,Phường 14 Quận Phú Nhuận,Quận Phú Nhuận,2,0,0,0,2,0,0,0,4,2,10.8001182,106.6770417,126.2
38698.4,Đường Ngô Quyền,Phường 11 Quận 5,Quận 5,4,1,1,1,2,0,0,0,12,2,10.7560071,106.666296,272
11398.5,Đường Bùi Đình Túy,Phường 12 Quận Bình Thạnh,Quận Bình Thạnh,3,0,0,1,2,0,0,0,6,5,10.8070099,106.698952,160
9500.6,Đường Trần Phú,Phường 7 Quận 5,Quận 5,2,1,0,1,2,0,0,0,8.5,2,10.7529516,106.6686042,58.1
11205,Đường Nguyễn Văn Linh,Phường Tân Thuận Tây Quận 7,Quận 7,4,0,0,0,2,0,0,0,3,4,10.7525359,106.7265945,149.9
4664.385,Đường Lê Quang Định,Phường 14 Quận Bình Thạnh,Quận Bình Thạnh,2,0,0,0,2,0,1,0,4.15,2,10.8052565,106.6969985,77.1
5271.645,Đường Lê Quang Định,Phường 14 Quận Bình Thạnh,Quận Bình Thạnh,2,0,0,1,2,0,0,0,3,2,10.8052565,106.6969985,77.1
5774.205,Đường Lê Quang Định,Phường 14 Quận Bình Thạnh,Quận Bình Thạnh,2,1,0,1,2,0,0,0,3.22,2,10.8052565,106.6969985,77.1
2736.535,Đường Trần Văn Đang,Phường 11 Quận 3,Quận 3,1,1,0,1,2,0,0,0,2,1,10.7866342,106.6687009,35
6888,Đường Huỳnh Văn Bánh,Phường 13 Quận Phú Nhuận,Quận Phú Nhuận,2,0,1,1,2,0,0,0,4.4,2,10.7918939,106.6722005,79.7
1886.5,Đường Huỳnh Văn Bánh,Phường12 Quận Phú Nhuận,Quận Phú Nhuận,2,0,1,1,2,0,0,0,1.2,2,10.79513,106.676219,30.6
7158,Đường Trần Cao Vân,Phường12 Quận Phú Nhuận,Quận Phú Nhuận,3,1,0,0,2,0,0,1,2,2,10.79513,106.676219,106
27944,Đường Huỳnh Văn Bánh,Phường12 Quận Phú Nhuận,Quận Phú Nhuận,2,0,0,0,2,0,0,0,15,2,10.79513,106.676219,112.6
5789,Đường Lâm Văn Bền,Phường Tân Kiểng Quận 7,Quận 7,2,1,0,1,2,0,0,0,3.5,2,10.7451485,106.7158766,70
5848.5,Đường Lâm Văn Bền,Phường Tân Kiểng Quận 7,Quận 7,3,1,0,1,2,0,0,0,4,3,10.7451485,106.7158766,102.3
6667.5,Đường Lâm Văn Bền,Phường Tân Kiểng Quận 7,Quận 7,2,1,1,1,2,0,0,0,4,2,10.7451485,106.7158766,143.8
7403.5,Đường Lâm Văn Bền,Phường Tân Kiểng Quận 7,Quận 7,2,1,0,1,2,0,0,0,4,2,10.7451485,106.7158766,124.4
4355,Đường Huỳnh Tấn Phát,Phường Tân Thuận Tây Quận 7,Quận 7,2,1,1,1,2,0,0,0,3.5,3,10.7518495,106.7210763,94.5
10000,Đường Cách Mạng Tháng Tám,Phường 11 Quận 3,Quận 3,3,0,0,0,2,0,0,0,4,3,10.7834318,106.6711445,200
5452.625,Đường Số 25,Phường Tân Quy Quận 7,Quận 7,2,1,0,1,2,0,0,0,2,3,10.7434465,106.7088023,72
2999.25,Đường Lê Văn Lương,Phường Tân Hưng Quận 7,Quận 7,2,1,0,1,2,0,0,0,2,2,10.7447038,106.7042941,51.8
7090,Đường Lê Văn Lương,Phường Tân Hưng Quận 7,Quận 7,2,1,1,1,2,0,0,0,4,2,10.7447038,106.7042941,106
2403,Đường Nguyễn Chí Thanh,Phường 2 Quận 10,Quận 10,1,1,0,1,2,0,0,0,1.2,1,10.7609504,106.6738471,44
4960.97,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,4,1,1,1,2,0,0,0,3,3,10.7460744,106.6963946,54.1
5489.1,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,2,1,1,1,2,0,0,0,3,2,10.7460744,106.6963946,72
6795.75,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,6,1,0,1,2,0,0,0,3,6,10.7460744,106.6963946,156
9150,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,3,1,1,1,2,0,0,0,3.5,4,10.7460744,106.6963946,136.7
14991,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,7,1,1,1,2,0,0,0,5.2,7,10.7460744,106.6963946,380
5299.3,Đường Số 37,Phường Tân Kiểng Quận 7,Quận 7,2,0,0,0,2,0,0,0,3,2,10.7492033,106.7101568,82
1514.57,Nguyễn Thần Hiến,Phường 18 Quận 4,Quận 4,1,1,0,1,2,0,0,0,2,1,10.7576228,106.7176588,30.8
1615.645,Nguyễn Thần Hiến,Phường 18 Quận 4,Quận 4,1,1,0,1,2,0,0,0,2,1,10.7576228,106.7176588,30.8
4188.8,Đường Trần Quang Khải,Phường Tân Định Quận 1,Quận 1,2,1,0,1,2,0,0,0,2,2,10.7932029,106.6902032,44.5
5855.85,Đường Tôn Thất Thuyết,Phường 3 Quận 4,Quận 4,1,1,0,1,2,0,0,0,5,1,10.7530805,106.7019667,100.5
2670.08,Đường Trần Đình Xu,Phường Cầu Kho Quận 1,Quận 1,2,0,0,0,2,0,0,0,1,1,10.7587531,106.6924052,31.8
6870.4,Đường Tôn Đản,Phường 15 Quận 4,Quận 4,4,0,1,1,2,0,0,0,2,4,10.7610553,106.7074873,128.6
4622.736,Đường Ấp 3,Xã Xuân Thới Sơn Huyện Hóc Môn,Huyện Hóc Môn,2,0,0,0,2,0,0,0,8,3,10.8770923,106.5804707,116
6404.20592,Đường Trần Thị Bốc,Xã Thới Tam Thôn Huyện Hóc Môn,Huyện Hóc Môn,4,0,0,0,2,0,0,0,20,3,10.8887467,106.6102118,204
2880.228,Đường Số 8,Phường Linh Xuân Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,1,1,2,0,0,0,2,2,10.8810356,106.7706391,90.3
5184.79962,Đường Tân Thới Hiệp 21,Phường Tân Thới Hiệp Quận 12,Quận 12,2,1,0,1,2,0,0,0,5,4,10.8632178,106.6392072,175.4
6054.25722,Đường Tân Thới Hiệp 21,Phường Tân Thới Hiệp Quận 12,Quận 12,3,1,0,1,2,0,0,0,5,2,10.8632178,106.6392072,127.1
4021.8402,Đường Quang Trung,Phường 10 Quận Gò Vấp,Quận Gò Vấp,2,1,0,1,2,0,0,0,2.8,2,10.8379313,106.6523565,47.1
4715.16078,Đường Điện Biên Phủ,Phường 15 Quận Bình Thạnh,Quận Bình Thạnh,2,0,0,1,2,0,0,0,2.5,2,10.8012428,106.7109826,70
1971.5322,Đường Lê Văn Khương,Phường Hiệp Thành Quận 12,Quận 12,2,1,0,1,2,0,0,0,1.4,2,10.8790268,106.6376653,59
7092.46122,Đường Võ Văn Ngân,Phường Bình Thọ Thành phố Thủ Đức,Thành phố Thủ Đức,3,1,1,1,2,0,0,0,4.3,3,10.845424,106.7664221,105.8
4021.34004,Đường Huỳnh Tấn Phát,Phường Tân Thuận Tây Quận 7,Quận 7,2,1,0,1,2,0,0,0,3.2,2,10.7518495,106.7210763,100.8
3664.9563,Đường Trần Khánh Dư,Phường Tân Định Quận 1,Quận 1,2,1,0,1,2,0,0,0,1.4,1,10.7932029,106.6902032,47.6
17514.5,Đường Số 8,Phường Linh Trung Thành phố Thủ Đức,Thành phố Thủ Đức,23,1,1,1,2,0,0,0,5.5,23,10.8630869,106.7756773,152.3
2471.88417,Đường Bình Phú,Phường Tam Phú Thành phố Thủ Đức,Thành phố Thủ Đức,1,1,1,1,2,0,0,0,2.26,2,10.8631083,106.7434492,39.6
7069.328,Đường Lê Văn Thọ,Phường 9 Quận Gò Vấp,Quận Gò Vấp,2,1,0,1,2,0,0,0,3.9,3,10.8434481,106.6571162,137.6
3391.9753,Đường Mễ Cốc,Phường 15 Quận 8,Quận 8,1,1,0,1,2,0,0,0,2.23,2,10.727703,106.6322711,72.3
4119.49881,Đường Phạm Văn Chí,Phường 7 Quận 6,Quận 6,1,0,0,0,2,0,0,0,3.53,2,10.7406077,106.6393087,68.6
3011.82,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,1,0,1,1,2,0,0,0,2.5,1,10.7460744,106.6963946,33
2921.33088,Đường Lê Thị Hà,Xã Tân Xuân Huyện Hóc Môn,Huyện Hóc Môn,3,0,0,0,2,0,0,0,2,2,10.8763752,106.5990396,79.8
3732.3504,Đường Tây Thạnh,Phường Tây Thạnh Quận Tân Phú,Quận Tân Phú,2,1,0,1,2,0,0,0,3.14,2,10.8117972,106.6214832,76
4391.28144,Đường Nguyên Hồng,Phường 11 Quận Bình Thạnh,Quận Bình Thạnh,2,0,0,1,2,0,0,0,2.07,3,10.8160766,106.693555,69.5
3904.30368,Đường Huỳnh Tấn Phát,Phường Tân Thuận Tây Quận 7,Quận 7,2,0,0,1,2,0,0,0,3,2,10.7518495,106.7210763,100.8
3987.10125,Đường Ấp 6,Xã Xuân Thới Sơn Huyện Hóc Môn,Huyện Hóc Môn,3,1,0,1,2,0,0,0,10,2,10.8770923,106.5804707,144.9
2354.715,Đường Ấp Nam Thới,Xã Thới Tam Thôn Huyện Hóc Môn,Huyện Hóc Môn,2,1,0,1,2,0,0,0,3,2,10.8887467,106.6102118,103.7
3499.3728,Đường Thạnh Xuân 52,Phường Thạnh Xuân Quận 12,Quận 12,2,1,0,1,2,0,0,0,5,2,10.8941615,106.6760117,115.4
4175.5824,Đường Tân Thới Hiệp 29,Phường Tân Thới Hiệp Quận 12,Quận 12,2,1,0,1,2,0,0,0,3,2,10.8670523,106.6425376,135.5
11689.98435,Đường Số 8,Phường Trường Thọ Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,0,1,2,0,0,0,10,2,10.8422661,106.7570208,155.4
3098.4525,Đường Phan Huy Ích,Phường 12 Quận Gò Vấp,Quận Gò Vấp,2,1,0,1,2,0,0,0,2,1,10.8373485,106.6362851,25.8
10730.3625,Đường Quang Trung,Phường 8 Quận Gò Vấp,Quận Gò Vấp,8,1,0,1,2,0,0,0,7,8,10.8426119,106.6426925,231.4
3305.83275,Đường Số 14,Phường 8 Quận Gò Vấp,Quận Gò Vấp,1,1,0,1,2,0,0,0,3,1,10.8416929,106.6474924,33.4
4068.35055,Đường Thống Nhất,Phường 16 Quận Gò Vấp,Quận Gò Vấp,2,0,0,0,2,0,0,0,3.5,2,10.8493756,106.6648591,60.1
6708.14595,Đường Số 21,Phường 8 Quận Gò Vấp,Quận Gò Vấp,6,1,0,1,2,0,0,0,2.5,7,10.8410073,106.6507062,144.6
5417.28,Đường Thạch Lam,Phường Phú Thạnh Quận Tân Phú,Quận Tân Phú,3,0,0,1,2,0,0,1,5.85,3,10.7790986,106.624253,237
5484.6495,Đường Số 49,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,0,1,2,0,0,0,3,2,10.8300283,106.7220192,152.9
3995.64,Đường Số 5,Phường Bình Trưng Tây Quận 2,Quận 2,3,1,0,1,2,0,0,0,2,2,10.7863909,106.758568,87.6
16986.40515,Đường Minh Phụng,Phường 6 Quận 6,Quận 6,1,1,0,1,2,0,0,0,15,3,10.7525594,106.6428624,112.9
8181.7857,Đường Nơ Trang Long,Phường 12 Quận Bình Thạnh,Quận Bình Thạnh,2,0,0,0,2,0,0,0,5,2,10.8184508,106.6989384,88
3563.9604,Đường Lê Trực,Phường 7 Quận Bình Thạnh,Quận Bình Thạnh,1,0,0,0,2,0,0,0,3,1,10.8073614,106.6922178,62.6
8944.03125,Đường Nơ Trang Long,Phường 7 Quận Bình Thạnh,Quận Bình Thạnh,2,0,0,1,2,0,0,0,3.5,3,10.8055563,106.6950205,101
2457.20475,Đường Nguyễn Chí Thanh,Phường 2 Quận 10,Quận 10,2,0,0,0,2,0,0,0,1,1,10.7609504,106.6738471,44
28019.4255,Đường Vạn Kiếp,Phường 3 Quận Bình Thạnh,Quận Bình Thạnh,2,1,0,1,2,0,0,0,15,2,10.7966991,106.6937418,164.3
5433.012,Đường Man Thiện,Phường Tăng Nhơn Phú A Quận 9,Quận 9,2,1,1,1,2,0,0,0,5,4,10.8455096,106.7870575,87.1
