SalePrice,location_street,location_ward,location_district,number_of_toilet,access_to_school,access_to_hospital,access_to_market,number_of_floor,is_having_basement,is_having_attic_floor,is_having_rooftop,alley_width,number_of_bedroom,loc_lat,loc_long,total_sqft
7432.808,Đường Dương Quảng Hàm,Phường 5 Quận Gò Vấp,Quận Gò Vấp,4,1,0,1,4.5,0,0,0,5,6,10.8308859,106.6874859,209.3
10019.84,Đường Dương Quảng Hàm,Phường 5 Quận Gò Vấp,Quận Gò Vấp,4,1,0,1,4.5,0,0,0,7.17,3,10.8308859,106.6874859,232.6
11255.656,Đường Dương Quảng Hàm,Phường 5 Quận Gò Vấp,Quận Gò Vấp,7,1,0,1,4.5,0,0,1,7.87,6,10.8308859,106.6874859,270.6
12797.46,Đường Dương Quảng Hàm,Phường 5 Quận Gò Vấp,Quận Gò Vấp,4,0,0,0,4.5,0,0,0,7.15,3,10.8308859,106.6874859,321.4
13652.184,Đường Dương Quảng Hàm,Phường 5 Quận Gò Vấp,Quận Gò Vấp,8,1,0,1,4.5,0,0,1,11,8,10.8308859,106.6874859,350
15002.4,Đường Dương Quảng Hàm,Phường 5 Quận Gò Vấp,Quận Gò Vấp,9,1,0,1,4.5,0,0,0,7.87,8,10.8308859,106.6874859,353.9
11009,Đường Nguyễn Thái Bình,Phường 12 Quận Tân Bình,Quận Tân Bình,5,0,0,0,4.5,0,0,1,8,6,10.796826,106.649493,223
23998.2,Đường Huỳnh Tấn Phát,Phường Tân Phú Quận 7,Quận 7,8,0,0,0,4.5,0,0,0,20,8,10.7251178,106.7282506,448.4
16342.6,Đường Bình Thới,Phường 10 Quận 11,Quận 11,3,1,0,1,4.5,0,0,1,18,5,10.7644389,106.6451202,260.9
6944,Đường Đặng Minh Trứ,Phường 10 Quận Tân Bình,Quận Tân Bình,6,1,1,1,4.5,0,0,1,3,5,10.7854297,106.6469122,253.1
11000.4,Đường Lạc Long Quân,Phường 5 Quận 11,Quận 11,9,1,0,1,4.5,0,0,1,6,9,10.7745444,106.6479139,268.8
16752,Đường Gò Cẩm Đệm,Phường 10 Quận Tân Bình,Quận Tân Bình,12,1,0,1,4.5,0,0,0,8,12,10.7779259,106.6486151,210
33221.8,Đường Nguyễn Thị Nhỏ,Phường 15 Quận 5,Quận 5,4,1,1,1,4.5,0,0,0,20,6,10.7577559,106.6513114,247.6
6276.096,Đường Nguyên Hồng,Phường 1 Quận Gò Vấp,Quận Gò Vấp,8,1,0,0,4.5,0,0,0,3.6,7,10.81711,106.6879179,257
15162,Đường Tùng Thiện Vương,Phường 11 Quận 8,Quận 8,6,0,0,1,4.5,0,0,1,9,6,10.7465886,106.660599,332.8
12339.36,Đường Lãnh Binh Thăng,Phường 13 Quận 11,Quận 11,4,1,0,1,4.5,0,0,0,30,3,10.7622758,106.6556704,72
15518.06,Đường Nguyễn Kiệm,Phường 9 Quận Phú Nhuận,Quận Phú Nhuận,7,0,0,0,4.5,0,0,1,5,9,10.806668,106.6749304,336
22670.8,Đường Nguyễn Chí Thanh,Phường 4 Quận 11,Quận 11,3,0,0,0,4.5,0,0,1,20,6,10.7577824,106.6584223,262.7
9357.08,Đường Phạm Văn Hai,Phường 5 Quận Tân Bình,Quận Tân Bình,20,1,1,1,4.5,0,0,0,4,20,10.7902705,106.6614385,337.4
13412.528,Đường Nguyễn Văn Đậu,Phường 11 Quận Bình Thạnh,Quận Bình Thạnh,6,0,0,1,4.5,0,1,0,6.43,6,10.8123441,106.6930962,291.1
13500,Đường Hồ Văn Huê,Phường 9 Quận Phú Nhuận,Quận Phú Nhuận,7,0,1,1,4.5,0,0,1,6,5,10.8058889,106.6784338,252.7
10829.08,Đường Hoàng Văn Thụ,Phường 8 Quận Phú Nhuận,Quận Phú Nhuận,5,1,1,0,4.5,0,0,1,5,4,10.7998363,106.6714487,202.1
11972.4,Đường Hoàng Văn Thụ,Phường 8 Quận Phú Nhuận,Quận Phú Nhuận,5,0,0,0,4.5,0,0,1,4,3,10.7998363,106.6714487,211.2
14803.968,Đường Nguyễn Văn Trỗi,Phường 10 Quận Phú Nhuận,Quận Phú Nhuận,6,0,0,0,4.5,0,0,0,6,6,10.7985035,106.6707041,207.3
9794.8,Đường Lê Tự Tài,Phường 4 Quận Phú Nhuận,Quận Phú Nhuận,3,0,0,0,4.5,0,0,0,6,4,10.8049553,106.6800468,131
13299.2,Đường Cách Mạng Tháng Tám,Phường 5 Quận Tân Bình,Quận Tân Bình,6,1,1,1,4.5,0,0,1,8,4,10.7871829,106.6641052,258.6
8384.32,Đường Nguyễn Thượng Hiền,Phường 6 Quận Bình Thạnh,Quận Bình Thạnh,7,0,0,1,4.5,0,0,1,4,6,10.8067604,106.6877205,191.8
11176,Đường Lê Trực,Phường 7 Quận Bình Thạnh,Quận Bình Thạnh,5,1,0,1,4.5,0,0,1,15,4,10.8073614,106.6922178,250
22496,Đường Tô Hiến Thành,Phường 15 Quận 10,Quận 10,4,0,0,0,4.5,0,0,0,10,6,10.7780926,106.6658339,248.4
14798.42,Đường Ký Con,Phường 7 Quận Phú Nhuận,Quận Phú Nhuận,8,0,0,0,4.5,0,0,1,6,7,10.8015277,106.6894466,262.2
6297.6,Đường Huỳnh Tấn Phát,Phường Tân Thuận Tây Quận 7,Quận 7,4,1,0,1,4.5,0,0,1,6,7,10.7518495,106.7210763,264
13824,Đường Trần Xuân Soạn,Phường Tân Thuận Tây Quận 7,Quận 7,7,1,1,1,4.5,0,0,0,6,7,10.7518495,106.7210763,289
10500,Đường Số 15,Phường Tân Thuận Tây Quận 7,Quận 7,4,1,1,1,4.5,0,0,0,12,4,10.7478668,106.7168362,189.9
18700.8,Đường Hoa Cúc,Phường 7 Quận Phú Nhuận,Quận Phú Nhuận,8,0,0,0,4.5,0,0,0,10,6,10.7986447,106.6888135,224
15999.2,Đường Sư Vạn Hạnh,Phường 12 Quận 10,Quận 10,3,0,0,0,4.5,0,0,0,6,5,10.7697702,106.6710433,210.1
28703.88,Đường Trần Thiện Chánh,Phường 12 Quận 10,Quận 10,15,1,1,1,4.5,0,0,1,16,15,10.7706162,106.6711805,346.2
15648.4,Đường Trần Quang Diệu,Phường 14 Quận 3,Quận 3,4,0,0,0,4.5,0,0,1,4,4,10.7895656,106.6786342,294.6
14630.6,Đường Số 7,Phường Tân Kiểng Quận 7,Quận 7,6,1,0,1,4.5,0,0,1,8,9,10.7470104,106.7086521,372.2
6463.6,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,10,0,0,0,4.5,1,0,0,4,10,10.7460744,106.6963946,300
6927.2,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,9,1,1,1,4.5,0,0,0,5,9,10.7460744,106.6963946,190
33792.12,Đường Trần Hưng Đạo,Phường 1 Quận 5,Quận 5,5,0,0,0,4.5,0,0,0,32.3,8,10.7559646,106.683725,288.9
23140.4,Đường Lý Chính Thắng,Phường 9 Quận 3,Quận 3,6,0,0,0,4.5,0,0,1,4.5,4,10.7816101,106.6802073,275
23121.44,Đường Bàn Cờ,Phường 3 Quận 3,Quận 3,7,1,0,1,4.5,0,0,1,15,5,10.7701933,106.6790566,235.3
13389.6,Đường số 16,Phường 4 Quận 4,Quận 4,4,1,0,1,4.5,0,0,0,8,4,10.7569597,106.7042782,145.6
12067.5296,Đường Kênh Tân Hóa,Phường Hòa Thạnh Quận Tân Phú,Quận Tân Phú,7,1,0,1,4.5,0,0,1,5.5,10,10.7696869,106.6355541,462.4
9741.75048,Đường Thống Nhất,Phường 11 Quận Gò Vấp,Quận Gò Vấp,6,0,0,0,4.5,0,0,0,10,6,10.8362242,106.6647039,291.9
7186.235,Đường Thới An 21,Phường Thới An Quận 12,Quận 12,4,1,0,1,4.5,0,0,1,12,4,10.8703446,106.6532683,342.2
10202.85,Đường số 3,Phường 11 Quận 6,Quận 6,7,0,0,0,4.5,0,0,1,10,7,10.7457233,106.6338556,265.2
11496.87,Đường số 3,Phường 11 Quận 6,Quận 6,7,1,1,1,4.5,0,0,0,10,7,10.7457233,106.6338556,265.2
14996.0565,Đường Hoa Sữa,Phường 7 Quận Phú Nhuận,Quận Phú Nhuận,1,1,1,1,4.5,0,0,0,15,2,10.7984524,106.6913596,211
6922.50636,Đường Nguyễn Tư Giản,Phường 12 Quận Gò Vấp,Quận Gò Vấp,5,1,0,1,4.5,0,0,0,6,5,10.8376694,106.6406771,252.4
27775.14824,Đường Bến Vân Đồn,Phường 1 Quận 4,Quận 4,3,0,0,1,4.5,0,0,0,25,5,10.7552535,106.6894877,238.6
8611.2936,Đường Đại lộ 3 Phước Bình,Phường Phước Bình Quận 9,Quận 9,6,1,0,1,4.5,0,0,0,20,6,10.8157784,106.7743933,196
12346.2144,Đường Huỳnh Văn Nghệ,Phường 15 Quận Tân Bình,Quận Tân Bình,4,1,0,1,4.5,0,0,1,15,4,10.8303029,106.6375345,389.3
5482.2768,Đường Tân Hóa,Phường 14 Quận 6,Quận 6,4,0,0,0,4.5,0,0,1,15,4,10.7564887,106.6363871,218.8
11886.225,Đường Nguyễn Hồng Đào,Phường 14 Quận Tân Bình,Quận Tân Bình,5,1,1,1,4.5,0,0,1,8,5,10.7937506,106.6423885,233.7
9584.406,Đường Đội Cung,Phường 9 Quận 11,Quận 11,6,0,0,0,4.5,0,1,1,10,4,10.7627549,106.6461392,301.1
14552.6472,Đường Nguyễn Văn Công,Phường 3 Quận Gò Vấp,Quận Gò Vấp,3,1,1,1,4.5,0,0,1,3.5,4,10.8165032,106.6777987,298.1
12948.975,Đường Lò Siêu,Phường 8 Quận 11,Quận 11,4,1,0,1,4.5,0,0,0,8,6,10.760732,106.6510762,160.8
15004.8288,Đường Nguyên Hồng,Phường 1 Quận Gò Vấp,Quận Gò Vấp,4,1,0,0,4.5,0,0,1,5,4,10.81711,106.6879179,250
8968.245,Đường Phạm Hữu Chí,Phường 15 Quận 5,Quận 5,5,1,1,1,4.5,0,0,1,4.5,10,10.7555748,106.6571614,216.9
10592.166,Đường Cách Mạng Tháng Tám,Phường 13 Quận 10,Quận 10,4,0,0,0,4.5,0,0,0,3,5,10.7779746,106.6813139,160
34064.94,Đường Nguyễn Văn Thủ,Phường Đa Kao Quận 1,Quận 1,3,0,0,0,4.5,0,0,0,15,3,10.7884755,106.698318,366.1
13409.76,Đường Số 13,Phường 4 Quận 4,Quận 4,8,1,0,1,4.5,0,0,1,10,6,10.7566944,106.7032282,276.6
5377.7576,Đường Khánh Hội,Phường 4 Quận 4,Quận 4,4,0,0,1,4.5,0,0,1,30,3,10.7568317,106.7005952,129.1
8843.604,Đường Đặng Minh Khiêm,Phường 4 Quận 11,Quận 11,4,1,0,1,4.5,0,0,0,3,5,10.7579284,106.6567398,128
8648.64,Đường Trương Đăng Quế,Phường 1 Quận Gò Vấp,Quận Gò Vấp,8,1,0,1,4.5,0,0,0,6,6,10.8119196,106.6837959,197.6
8209.605,Đường Lê Đức Thọ,Phường 6 Quận Gò Vấp,Quận Gò Vấp,4,1,0,1,4.5,0,0,0,6,3,10.835689,106.6812423,225.1
11715.76428,Đường Phan Huy Ích,Phường 15 Quận Tân Bình,Quận Tân Bình,5,0,0,0,4.5,0,0,0,15,4,10.8267929,106.6313551,204.2
8649.081,Đường Đoàn Văn Bơ,Phường 16 Quận 4,Quận 4,6,1,0,1,4.5,0,0,0,3,5,10.7654424,106.7012686,218
7904,Đường Lạc Long Quân Nối Dài,Phường 3 Quận 11,Quận 11,3,1,0,1,4.5,0,0,1,6,7,10.7633322,106.6415234,188.2
15997.544,Đường Tân Sơn Hòa,Phường 2 Quận Tân Bình,Quận Tân Bình,6,1,1,1,4.5,0,0,1,12,6,10.7956075,106.6628769,243.1
13908,Đường Nguyễn Văn Đậu,Phường 11 Quận Bình Thạnh,Quận Bình Thạnh,4,1,0,1,4.5,0,0,1,15,4,10.8123441,106.6930962,77.3
19280.44,Đường Ký Hòa,Phường 11 Quận 5,Quận 5,5,0,0,0,4.5,0,0,0,12,5,10.7543631,106.6614103,178.9
20544.32,Đường Hồ Bá Kiện,Phường 15 Quận 10,Quận 10,4,0,0,0,4.5,0,0,0,15,4,10.782445,106.667204,241.6
9701.4,Đường Nguyễn Tri Phương,Phường 4 Quận 10,Quận 10,5,0,0,0,4.5,0,0,1,4,4,10.7638718,106.6680313,124.3
21181.01,Đường Trần Hưng Đạo,Phường Nguyễn Cư Trinh Quận 1,Quận 1,7,0,0,0,4.5,0,0,1,4.2,6,10.758804,106.6871588,386
16605.73125,Đường Gia Phú,Phường 1 Quận 6,Quận 6,4,0,0,0,4.5,0,0,1,14,7,10.7445579,106.6484995,282.7
16206.3375,Đường Nguyễn Văn Thương,Phường 25 Quận Bình Thạnh,Quận Bình Thạnh,5,0,0,1,4.5,0,0,1,15,4,10.802271,106.7193849,239.2
10966.425,Đường Lê Văn Sỹ,Phường 12 Quận 3,Quận 3,11,0,0,0,4.5,0,0,1,5.5,11,10.7893937,106.6750618,264.1
7644.66,Đường Trần Quang Diệu,Phường 14 Quận 3,Quận 3,8,1,0,1,4.5,0,0,0,2,7,10.7895656,106.6786342,200.7
7010.46918,Đường Phạm Văn Bạch,Phường 15 Quận Tân Bình,Quận Tân Bình,4,1,0,1,4.5,0,0,0,5,3,10.8292714,106.6415899,167
14216.2377,Đường Hưng Phú,Phường 8 Quận 8,Quận 8,5,0,0,0,4.5,0,0,1,7.8,6,10.7483784,106.6757928,352
5791.9726,Đường Thống Nhất,Phường 16 Quận Gò Vấp,Quận Gò Vấp,3,1,0,1,4.5,0,0,0,3.96,4,10.8493756,106.6648591,187.2
15994.545,Đường Mai Xuân Thưởng,Phường 6 Quận 6,Quận 6,2,0,0,1,4.5,0,0,1,10,4,10.7446686,106.6488494,232.2
8883.589,Đường Lạc Long Quân,Phường 5 Quận 11,Quận 11,8,1,1,1,4.5,0,0,1,8,9,10.7745444,106.6479139,234.2
10848.585,Đường Lưu Nhân Chú,Phường 5 Quận Tân Bình,Quận Tân Bình,6,1,0,1,4.5,0,0,1,6,5,10.7904337,106.6623709,227.2
14406.912,Đường Thích Quảng Đức,Phường 4 Quận Phú Nhuận,Quận Phú Nhuận,6,0,0,0,4.5,0,0,0,8,6,10.805877,106.6815741,209.6
15414.126,Đường Đặng Văn Ngữ,Phường 14 Quận Phú Nhuận,Quận Phú Nhuận,7,0,0,0,4.5,0,0,0,20,9,10.8001182,106.6770417,199
10009.98,Đường Nguyễn Ngọc Lộc,Phường 14 Quận 10,Quận 10,8,0,0,0,4.5,0,0,1,4,7,10.7672231,106.6632752,230.1
23502.141,Đường Trần Huy Liệu,Phường12 Quận Phú Nhuận,Quận Phú Nhuận,4,0,1,1,4.5,0,0,1,8,4,10.79513,106.676219,298.9
14486.7765,Đường Nguyễn Đình Chiểu,Phường Đa Kao Quận 1,Quận 1,10,1,0,1,4.5,0,0,1,1.5,10,10.7912371,106.7022238,250
6447.4535,Đường Nguyễn Đình Chiểu,Phường 4 Quận 3,Quận 3,3,0,0,0,4.5,0,0,1,5,3,10.7742545,106.6860921,117.2
11498.6238,Đường Võ Văn Kiệt,Phường 3 Quận 6,Quận 6,8,1,1,1,4.5,0,0,0,60,8,10.7414555,106.6457889,159.2
5649.70776,Đường Nguyễn Duy,Phường 10 Quận 8,Quận 8,5,1,0,1,4.5,0,0,0,3,6,10.7421734,106.6559274,172.7
13375.97508,Đường Lê Văn Sỹ,Phường 13 Quận 3,Quận 3,8,1,1,1,4.5,0,0,1,3.5,9,10.7893937,106.6750618,325.2
6879.938,Đường Trịnh Đình Trọng,Phường Phú Trung Quận Tân Phú,Quận Tân Phú,5,1,0,1,4.5,0,0,0,4.56,6,10.7752303,106.6458841,249.3
10200.96,Đường Nguyễn Chí Thanh,Phường 16 Quận 11,Quận 11,7,0,0,0,4.5,0,0,0,16,6,10.7568812,106.6537092,370.3
9853.2,Đường Phạm Văn Hai,Phường 3 Quận Tân Bình,Quận Tân Bình,9,1,0,1,4.5,0,0,0,3.5,8,10.7902705,106.6614385,210.8
16717.68,Đường Nguyễn Lâm,Phường 6 Quận 10,Quận 10,7,0,0,0,4.5,0,0,0,7.3,7,10.7654706,106.6629332,233
14247.792,Đường Lê Hồng Phong,Phường 1 Quận 10,Quận 10,7,0,0,0,4.5,0,0,0,6,6,10.7641625,106.6757687,205.5
13182.6,Đường Phạm Viết Chánh,Phường Nguyễn Cư Trinh Quận 1,Quận 1,3,1,1,1,4.5,0,0,0,6.7,3,10.76241315,106.6866365,76.2
8994.4575,Đường Nguyễn Chánh Sắt,Phường 13 Quận Tân Bình,Quận Tân Bình,3,0,0,0,4.5,0,0,1,15,3,10.8012812,106.6419371,192.8
16056.84528,Đường Lê Văn Linh,Phường 13 Quận 4,Quận 4,4,1,1,1,4.5,0,0,0,25,4,10.7645052,106.7072111,207.1
4421.5368,Đường Trần Thị Nghỉ,Phường 7 Quận Gò Vấp,Quận Gò Vấp,5,1,0,1,4.5,0,0,1,2.7,7,10.8277865,106.6819516,178.7
14927.77728,Đường Nguyễn Tất Thành,Phường 18 Quận 4,Quận 4,3,1,0,1,4.5,0,0,0,20,3,10.759876,106.7129242,290.1
17985.135,Đường Minh Phụng,Phường 2 Quận 11,Quận 11,10,1,0,1,4.5,0,0,1,18,10,10.7587438,106.6438937,303.8
6271.02,Đường Nguyên Hồng,Phường 11 Quận Bình Thạnh,Quận Bình Thạnh,8,0,0,1,4.5,0,1,1,3.5,8,10.8160766,106.693555,217
11858.28,Đường Bùi Văn Thêm,Phường 9 Quận Phú Nhuận,Quận Phú Nhuận,6,0,0,0,4.5,0,0,1,8,8,10.809362,106.6764818,199.4
15730.3685,Đường Hồ Văn Huê,Phường 9 Quận Phú Nhuận,Quận Phú Nhuận,14,1,1,1,4.5,0,0,0,8,14,10.8058889,106.6784338,310.7
8419.425,Đường Thích Quảng Đức,Phường 5 Quận Phú Nhuận,Quận Phú Nhuận,3,0,0,0,4.5,0,0,0,4,6,10.805877,106.6815741,145
14156.1,Đường Nguyễn Lâm,Phường 6 Quận 10,Quận 10,4,0,0,0,4.5,0,0,1,10,4,10.7654706,106.6629332,155.9
17743.005,Đường Thành Thái,Phường 12 Quận 10,Quận 10,6,0,0,0,4.5,0,0,0,6,6,10.767955,106.666941,241.9
4999.05,Đường Cách Mạng Tháng Tám,Phường 11 Quận 3,Quận 3,5,0,0,0,4.5,0,0,1,4,7,10.7834318,106.6711445,193.2
10418.1,Đường Hồ Thị Kỷ,Phường 1 Quận 10,Quận 10,4,0,0,0,4.5,0,0,1,8.2,5,10.7652731,106.6769625,198.8
11499.95,Đường Hồ Thị Kỷ,Phường 1 Quận 10,Quận 10,5,0,0,0,4.5,0,0,1,9,7,10.7652731,106.6769625,198
16789.115,Đường Phan Văn Trị,Phường 2 Quận 5,Quận 5,4,1,1,1,4.5,0,0,0,16,7,10.7575485,106.6836019,130.2
8137.92,Đường số 40,Phường 4 Quận 4,Quận 4,7,1,0,1,4.5,0,0,0,6,6,10.7579935,106.7018608,211.4
11381.19363,Đường Ba Tháng Hai,Phường 12 Quận 10,Quận 10,4,0,0,0,4.5,0,0,0,8,5,10.7719416,106.6697907,187.9
6460.77312,Đường Đinh Bộ Lĩnh,Phường 26 Quận Bình Thạnh,Quận Bình Thạnh,7,0,0,1,4.5,0,0,0,8,8,10.8060217,106.7094801,174
16142.676,Đường Nguyễn Tri Phương,Phường 5 Quận 10,Quận 10,3,1,1,1,4.5,0,0,1,30,4,10.7638435,106.6679202,184.6
17892.52455,Đường Hậu Giang,Phường 12 Quận 6,Quận 6,4,0,0,0,4.5,0,0,0,14,6,10.749055,106.6389559,297.3
8591.3625,Đường Đồng Xoài,Phường 13 Quận Tân Bình,Quận Tân Bình,4,1,0,1,4.5,0,0,0,5,4,10.8005102,106.6462677,216.6
12861.52,Đường Cộng Hòa,Phường 13 Quận Tân Bình,Quận Tân Bình,12,1,1,1,4.5,0,0,1,7,11,10.8019463,106.6479668,381.9
15712.76,Đường Hàn Hải Nguyên,Phường 2 Quận 11,Quận 11,5,0,0,0,4.5,0,0,0,16,7,10.7580481,106.6490855,166.2
11994.486,Đường Ngô Thị Thu Minh,Phường 2 Quận Tân Bình,Quận Tân Bình,3,0,0,0,4.5,0,0,0,8,5,10.796862,106.6627266,176.1
11911.152,Đường Bùi Văn Thêm,Phường 9 Quận Phú Nhuận,Quận Phú Nhuận,6,0,0,0,4.5,0,0,0,6,6,10.809362,106.6764818,199.4
5067.632,Đường Tô Hiến Thành,Phường 13 Quận 10,Quận 10,3,0,0,0,4.5,0,0,0,7.2,3,10.7780926,106.6658339,95
9691.36,Đường Nhiêu Tứ,Phường 7 Quận Phú Nhuận,Quận Phú Nhuận,4,0,0,0,4.5,0,0,0,6,6,10.8008215,106.6891843,197.2
3926.039,Đường Trần Bình Trọng,Phường 4 Quận 5,Quận 5,3,0,0,0,4.5,0,0,1,3,4,10.7612965,106.6795837,63.7
9447.3225,Đường Tô Hiến Thành,Phường 13 Quận 10,Quận 10,8,0,0,0,4.5,0,0,0,3,8,10.7780926,106.6658339,157.3
3995.541,Đường Lê Văn Sỹ,Phường 12 Quận 3,Quận 3,15,1,0,1,4.5,0,0,0,3,15,10.7893937,106.6750618,231
7186.15618,Đường Điện Biên Phủ,Phường 3 Quận 3,Quận 3,3,1,1,1,4.5,0,0,1,3,3,10.7714939,106.677566,206.2
5351.5185,Đường Nguyễn Lâm,Phường 3 Quận Bình Thạnh,Quận Bình Thạnh,5,0,0,1,4.5,0,0,1,2.5,4,10.7999062,106.693992,135
7991.36,Đường Hoàng Văn Thụ,Phường 8 Quận Phú Nhuận,Quận Phú Nhuận,3,1,1,1,4.5,0,0,0,4.55,5,10.7998363,106.6714487,150.8
15976.675,Đường Cao Đạt,Phường 1 Quận 5,Quận 5,6,1,1,1,4.5,0,0,1,4,10,10.7546238,106.6841626,188.5
4404.91896,Đường Bùi Minh Trực,Phường 5 Quận 8,Quận 8,3,1,0,1,4.5,0,1,1,4,4,10.7386505,106.6592047,112.9
7206.51456,Đường Trần Quốc Thảo,Phường 7 Quận 3,Quận 3,4,1,1,1,4.5,0,1,0,3,7,10.785422,106.6821246,185.1
12590.08,Đường Đội Cung,Phường 9 Quận 11,Quận 11,4,1,1,1,4.5,0,0,1,12,6,10.7627549,106.6461392,280
6500.352,Đường Âu Cơ,Phường 14 Quận 11,Quận 11,3,1,1,1,4.5,0,0,1,4,4,10.7692528,106.6518268,122.9
9264.8192,Đường Nguyễn Đình Chiểu,Phường 5 Quận 3,Quận 3,6,1,0,1,4.5,0,0,1,3.2,6,10.7742545,106.6860921,170.4
12866.6934,Đường Phạm Văn Chí,Phường 3 Quận 6,Quận 6,6,0,0,1,4.5,0,0,0,10,6,10.7406077,106.6393087,192.2
7876.2684,Đường Trần Minh Quyền,Phường 11 Quận 10,Quận 10,3,0,0,0,4.5,0,0,0,3.5,4,10.7704449,106.6747783,100.7
3060.25776,Đường Tôn Thất Thuyết,Phường 3 Quận 4,Quận 4,3,1,0,1,4.5,0,0,0,3,3,10.7530805,106.7019667,107.1
7645.9383,Đường Phong Phú,Phường 12 Quận 8,Quận 8,4,1,0,0,4.5,0,0,0,10,7,10.7447169,106.6608348,156.4
5740.52508,Đường Ba Đình,Phường 10 Quận 8,Quận 8,4,1,0,1,4.5,0,0,0,6,7,10.745609,106.664118,243.2
7901.3916,Đường Xóm Chỉ,Phường 10 Quận 5,Quận 5,5,1,1,1,4.5,0,0,1,4,7,10.7510866,106.6650465,199.1
13421.76,Đường Bà Hạt,Phường 8 Quận 10,Quận 10,3,0,0,0,4.5,0,0,0,15,3,10.7656931,106.6676254,150
9253.407,Đường Huỳnh Tịnh Của,Phường 8 Quận 3,Quận 3,3,0,0,0,4.5,0,0,0,2.5,3,10.789223,106.687452,138.2
11096.95941,Đường Vĩnh Viễn,Phường 4 Quận 10,Quận 10,9,1,1,1,4.5,0,0,0,2,9,10.7642808,106.670165,64.2
10173.69756,Đường Âu Dương Lân,Phường 3 Quận 8,Quận 8,5,0,0,0,4.5,0,0,1,7,8,10.7453745,106.6822786,195.1
6356.4135,Đường Lạc Long Quân,Phường 3 Quận 11,Quận 11,3,1,0,1,4.5,0,0,1,6,5,10.7578668,106.6354362,143.8
14377.395,Đường 100 Bình Thới,Phường 14 Quận 11,Quận 11,7,1,1,1,4.5,0,0,1,12,6,10.7686813,106.6481404,244.9
4882.23294,Đường Lê Quốc Hưng,Phường 12 Quận 4,Quận 4,5,1,0,1,4.5,0,0,1,2.5,4,10.7498939,106.6331233,81.2
9444.6,Đường Đỗ Năng Tế,Phường An Lạc A Quận Bình Tân,Quận Bình Tân,4,1,1,1,4.5,0,0,1,10,5,10.7439505,106.6164211,238.2
6735,Đường Minh Phụng,Phường 2 Quận 11,Quận 11,3,1,0,1,4.5,0,0,0,18,3,10.7587438,106.6438937,40.6
12721.5,Đường Ba Tháng Hai,Phường 16 Quận 11,Quận 11,3,1,0,1,4.5,0,0,1,30,3,10.7540747,106.6483504,134.3
7401.834,Đường Mai Xuân Thưởng,Phường 11 Quận Bình Thạnh,Quận Bình Thạnh,5,0,0,1,4.5,0,0,1,15,5,10.8160766,106.693555,230
9100.8,Đường Ba Tháng Hai,Phường 6 Quận 11,Quận 11,4,1,0,1,4.5,0,0,1,20,3,10.7598479,106.6574752,84.6
11615.31,Đường Lê Văn Sỹ,Phường 1 Quận Tân Bình,Quận Tân Bình,4,1,0,1,4.5,0,0,1,7,4,10.794846,106.6671096,198.5
9499.5,Đường Huỳnh Văn Bánh,Phường 14 Quận Phú Nhuận,Quận Phú Nhuận,5,0,0,0,4.5,0,0,1,3,6,10.8001182,106.6770417,225
5382,Đường Phan Đăng Lưu,Phường 3 Quận Phú Nhuận,Quận Phú Nhuận,3,0,0,0,4.5,0,0,0,6,3,10.8025582,106.68183,75.3
4713.12,Cách Mạng Tháng Tám,Phường 15 Quận 10,Quận 10,4,0,0,0,4.5,0,0,0,4,3,10.78125455,106.6652255,80
6930,Đường Nguyễn Tiểu La,Phường 8 Quận 10,Quận 10,4,0,0,0,4.5,0,0,0,4,4,10.7666817,106.6656536,121.3
12382.26,Đường Nguyễn Công Hoan,Phường 7 Quận Phú Nhuận,Quận Phú Nhuận,10,0,1,1,4.5,0,0,1,4,9,10.8015277,106.6894466,78.1
14799,Đường Nguyễn Tri Phương,Phường 4 Quận 10,Quận 10,4,0,0,0,4.5,0,0,1,30,3,10.7638718,106.6680313,120
11934,Đường Duy Tân,Phường 15 Quận Phú Nhuận,Quận Phú Nhuận,10,0,0,0,4.5,0,0,1,4,10,10.7959341,106.6791511,251
3819.9,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,3,1,1,1,4.5,0,0,0,3,3,10.7460744,106.6963946,82.4
6623.1,Đường Nguyễn Đình Chiểu,Phường 2 Quận 3,Quận 3,3,1,1,1,4.5,0,0,1,3.5,4,10.7696993,106.6817918,83.3
29233.8,Đường Bùi Viện,Phường Phạm Ngũ Lão Quận 1,Quận 1,2,1,1,1,4.5,0,0,0,8,2,10.7657376,106.6907525,58
4631.96745,Đường Lê Quốc Hưng,Phường 12 Quận 4,Quận 4,3,1,0,1,4.5,0,0,0,2,4,10.7498939,106.6331233,110
4927.72896,Đường Lê Quốc Hưng,Phường 12 Quận 4,Quận 4,4,1,0,1,4.5,0,0,0,2,3,10.7498939,106.6331233,78
4131.2128,Đường Hòa Hảo,Phường 5 Quận 10,Quận 10,2,0,0,0,4.5,0,0,0,2,3,10.7614694,106.666734,55
15140.1965,Đường Võ Thị Sáu,Phường 6 Quận 3,Quận 3,4,0,0,0,4.5,0,0,0,15,4,10.7501032,106.6464478,106.4
21463.364,Đường Võ Văn Tần,Phường 5 Quận 3,Quận 3,3,1,1,1,4.5,0,0,1,10,3,10.7711818,106.6855283,282.6
